Agent setting:  OrderedDict([('actor_critic_dim', 128), ('n_hidden', 1), ('pi_lr', 0.0001), ('qf_vf_lr', 0.0001), ('sample_for_eval', False), ('use_true_q', False), ('entropy_scale', 0.1), ('l_param', 6), ('N_param', 64), ('optim_type', 'wis'), ('q_update_type', 'sac'), ('use_replay', True), ('use_target', False), ('batch_size', 32), ('use_hard_policy', False), ('use_hard_value', False), ('n_action_points', 128)])
Num. Integration points: 3234
Start run at: 2020-10-13 01:35:05.194994

=== EVAL :: ep: 0, r: -0.9007142317288475, n_steps: 1000, elapsed: 00:00:02
Train:: ep: 318, r: 1495.5081189722425, n_steps: 1000, elapsed: 00:00:35
Train:: ep: 319, r: 335.55222783811234, n_steps: 1000, elapsed: 00:00:37
Train:: ep: 320, r: 1387.9665757515813, n_steps: 1000, elapsed: 00:00:36
Train:: ep: 321, r: 365.71016686974883, n_steps: 1000, elapsed: 00:00:37
Train:: ep: 322, r: 1060.5735866845614, n_steps: 1000, elapsed: 00:00:35
Train:: ep: 323, r: 1487.4162214072273, n_steps: 1000, elapsed: 00:00:35
Train:: ep: 324, r: 1446.7022375241243, n_steps: 1000, elapsed: 00:00:35
Train:: ep: 325, r: 1534.6182055518134, n_steps: 1000, elapsed: 00:00:35
Train:: ep: 326, r: 1702.5230587945402, n_steps: 1000, elapsed: 00:00:35
Train:: ep: 327, r: 1568.0001928555696, n_steps: 1000, elapsed: 00:00:35
Train:: ep: 328, r: 1529.076037113775, n_steps: 1000, elapsed: 00:00:35
Train:: ep: 329, r: 1508.5986679694688, n_steps: 1000, elapsed: 00:00:35
Train:: ep: 330, r: 1579.0979801110395, n_steps: 1000, elapsed: 00:00:35
Train:: ep: 331, r: 1505.002512979854, n_steps: 1000, elapsed: 00:00:35
Train:: ep: 332, r: 1454.661392110361, n_steps: 1000, elapsed: 00:00:35
Train:: ep: 333, r: 1357.1686921409173, n_steps: 1000, elapsed: 00:00:35
Train:: ep: 334, r: 1633.3945386343244, n_steps: 1000, elapsed: 00:00:35
Train:: ep: 335, r: 1608.5940462988094, n_steps: 1000, elapsed: 00:00:35
Train:: ep: 336, r: 1572.3548945787045, n_steps: 1000, elapsed: 00:00:35
Train:: ep: 337, r: 1731.5817837410325, n_steps: 1000, elapsed: 00:00:35
Train:: ep: 338, r: 1624.76656036157, n_steps: 1000, elapsed: 00:00:35
Train:: ep: 339, r: 1640.4435893328166, n_steps: 1000, elapsed: 00:00:35
Train:: ep: 340, r: 1362.8078659428527, n_steps: 1000, elapsed: 00:00:35
Train:: ep: 341, r: 1535.6063418120236, n_steps: 1000, elapsed: 00:00:35
Train:: ep: 342, r: 1520.4558809091707, n_steps: 1000, elapsed: 00:00:35
Train:: ep: 343, r: 1616.16839520263, n_steps: 1000, elapsed: 00:00:35
Train:: ep: 344, r: 1674.0268804641776, n_steps: 1000, elapsed: 00:00:35
Train:: ep: 345, r: 1752.6099425413058, n_steps: 1000, elapsed: 00:00:35
Train:: ep: 346, r: 1623.970098258068, n_steps: 1000, elapsed: 00:00:35
Train:: ep: 347, r: 1521.5469254194998, n_steps: 1000, elapsed: 00:00:35
Train:: ep: 348, r: 1673.3383693271498, n_steps: 1000, elapsed: 00:00:35
Train:: ep: 349, r: 1200.9617157508153, n_steps: 1000, elapsed: 00:00:35
Train:: ep: 350, r: 1661.288019207684, n_steps: 1000, elapsed: 00:00:35
Train:: ep: 351, r: 1698.9659224842105, n_steps: 1000, elapsed: 00:00:35
Train:: ep: 352, r: 1818.7184307317268, n_steps: 1000, elapsed: 00:00:35
Train:: ep: 353, r: 1696.2245189311857, n_steps: 1000, elapsed: 00:00:35
Train:: ep: 354, r: 1661.239911162405, n_steps: 1000, elapsed: 00:00:35
Train:: ep: 355, r: 1859.180464017211, n_steps: 1000, elapsed: 00:00:35
Train:: ep: 356, r: 1714.3728831804892, n_steps: 1000, elapsed: 00:00:35
Train:: ep: 357, r: 1710.127516532959, n_steps: 1000, elapsed: 00:00:35
Train:: ep: 358, r: 1608.011318358213, n_steps: 1000, elapsed: 00:00:35
Train:: ep: 359, r: 1739.3395970015988, n_steps: 1000, elapsed: 00:00:35
Train:: ep: 360, r: 2044.1643036527805, n_steps: 1000, elapsed: 00:00:35
Train:: ep: 361, r: 1840.1240893683942, n_steps: 1000, elapsed: 00:00:35
Train:: ep: 362, r: 1834.0875399103854, n_steps: 1000, elapsed: 00:00:35
Train:: ep: 363, r: 1762.4232984979215, n_steps: 1000, elapsed: 00:00:35
Train:: ep: 364, r: 1764.0707037585514, n_steps: 1000, elapsed: 00:00:35
Train:: ep: 365, r: 1756.1280832969942, n_steps: 1000, elapsed: 00:00:35
Train:: ep: 366, r: 1910.1103824782233, n_steps: 1000, elapsed: 00:00:35
Train:: ep: 367, r: 1822.795818843072, n_steps: 1000, elapsed: 00:00:35
Train:: ep: 368, r: 1922.4909989479474, n_steps: 1000, elapsed: 00:00:35
Train:: ep: 369, r: 1980.858766214369, n_steps: 1000, elapsed: 00:00:35
Train:: ep: 370, r: 1817.1491321023325, n_steps: 1000, elapsed: 00:00:35
Train:: ep: 371, r: 1774.2183515667225, n_steps: 1000, elapsed: 00:00:35
Train:: ep: 372, r: 1795.25665909053, n_steps: 1000, elapsed: 00:00:35
Train:: ep: 373, r: 2001.199506658104, n_steps: 1000, elapsed: 00:00:35
Train:: ep: 374, r: 1936.568154315507, n_steps: 1000, elapsed: 00:00:35
Train:: ep: 375, r: 1982.875009363876, n_steps: 1000, elapsed: 00:00:35
Train:: ep: 376, r: 1970.7853134878796, n_steps: 1000, elapsed: 00:00:35
Train:: ep: 377, r: 2042.6770148851858, n_steps: 1000, elapsed: 00:00:35
Train:: ep: 378, r: 2001.82088190883, n_steps: 1000, elapsed: 00:00:35
Train:: ep: 379, r: 1949.2810297034114, n_steps: 1000, elapsed: 00:00:35
Train:: ep: 380, r: 2068.511876716476, n_steps: 1000, elapsed: 00:00:35
Train:: ep: 381, r: 2001.8169251047586, n_steps: 1000, elapsed: 00:00:35
Train:: ep: 382, r: 1717.1104263519212, n_steps: 1000, elapsed: 00:00:35
Train:: ep: 383, r: 1958.736895368777, n_steps: 1000, elapsed: 00:00:35
Train:: ep: 384, r: 1914.5611072032905, n_steps: 1000, elapsed: 00:00:35
Train:: ep: 385, r: 2198.2868295212907, n_steps: 1000, elapsed: 00:00:35
Train:: ep: 386, r: 1977.5216565375247, n_steps: 1000, elapsed: 00:00:35
Train:: ep: 387, r: 2001.9995081679242, n_steps: 1000, elapsed: 00:00:35
Train:: ep: 388, r: 2073.9261125368625, n_steps: 1000, elapsed: 00:00:35
Train:: ep: 389, r: 2059.0019454351477, n_steps: 1000, elapsed: 00:00:35
Train:: ep: 390, r: 2002.4147953276058, n_steps: 1000, elapsed: 00:00:35
Train:: ep: 391, r: 1869.2881502889181, n_steps: 1000, elapsed: 00:00:35
Train:: ep: 392, r: 2042.2322812274722, n_steps: 1000, elapsed: 00:00:35
Train:: ep: 393, r: 2121.0849166551375, n_steps: 1000, elapsed: 00:00:35
Train:: ep: 394, r: 2089.2486722238327, n_steps: 1000, elapsed: 00:00:35
Train:: ep: 395, r: 2210.4358372057577, n_steps: 1000, elapsed: 00:00:35
Train:: ep: 396, r: 2099.45323967074, n_steps: 1000, elapsed: 00:00:35
Train:: ep: 397, r: 2033.2073537500196, n_steps: 1000, elapsed: 00:00:35
Train:: ep: 398, r: 2193.317778748107, n_steps: 1000, elapsed: 00:00:35
Train:: ep: 399, r: 2034.2722843775955, n_steps: 1000, elapsed: 00:00:35
Train:: ep: 400, r: 2221.3946590568016, n_steps: 1000, elapsed: 00:00:35
Train:: ep: 401, r: 2194.6829308306337, n_steps: 1000, elapsed: 00:00:35
Train:: ep: 402, r: 2152.092295255342, n_steps: 1000, elapsed: 00:00:35
Train:: ep: 403, r: 2126.0181353783064, n_steps: 1000, elapsed: 00:00:35
Train:: ep: 404, r: 2297.9561152901265, n_steps: 1000, elapsed: 00:00:35
Train:: ep: 405, r: 2341.047898542891, n_steps: 1000, elapsed: 00:00:35
Train:: ep: 406, r: 2186.89099437649, n_steps: 1000, elapsed: 00:00:35
Train:: ep: 407, r: 2305.0749738991817, n_steps: 1000, elapsed: 00:00:35
Train:: ep: 408, r: 2259.8047051829717, n_steps: 1000, elapsed: 00:00:35
Train:: ep: 409, r: 2512.590529847429, n_steps: 1000, elapsed: 00:00:35
Train:: ep: 410, r: 2077.711290562301, n_steps: 1000, elapsed: 00:00:35
Train:: ep: 411, r: 2553.7810324351567, n_steps: 1000, elapsed: 00:00:35
Train:: ep: 412, r: 2504.4648671121663, n_steps: 1000, elapsed: 00:00:35
Train:: ep: 413, r: 2203.1502658236104, n_steps: 1000, elapsed: 00:00:35
Train:: ep: 414, r: 2159.949737908325, n_steps: 1000, elapsed: 00:00:35
Train:: ep: 415, r: 2295.2667110413995, n_steps: 1000, elapsed: 00:00:35
Train:: ep: 416, r: 792.3435168618269, n_steps: 1000, elapsed: 00:00:35
Train:: ep: 417, r: 2515.9776894018382, n_steps: 1000, elapsed: 00:00:35
Train:: ep: 418, r: 2308.7383416909347, n_steps: 1000, elapsed: 00:00:35
Train:: ep: 419, r: 2619.8776739607497, n_steps: 1000, elapsed: 00:00:35
Train:: ep: 420, r: 2397.467554087654, n_steps: 1000, elapsed: 00:00:35
Train:: ep: 421, r: 2434.2602756351407, n_steps: 1000, elapsed: 00:00:35
Train:: ep: 422, r: 2432.3981068617104, n_steps: 1000, elapsed: 00:00:35
Train:: ep: 423, r: 2270.362255030166, n_steps: 1000, elapsed: 00:00:35
Train:: ep: 424, r: 2449.0274373334414, n_steps: 1000, elapsed: 00:00:35
Train:: ep: 425, r: 2366.7246517793214, n_steps: 1000, elapsed: 00:00:35
Train:: ep: 426, r: 2657.7017736832795, n_steps: 1000, elapsed: 00:00:35
Train:: ep: 427, r: 2431.8759918299033, n_steps: 1000, elapsed: 00:00:35
Train:: ep: 428, r: 2369.8166707465657, n_steps: 1000, elapsed: 00:00:35
Train:: ep: 429, r: 2476.3855428118204, n_steps: 1000, elapsed: 00:00:35
Train:: ep: 430, r: 2604.4460355216706, n_steps: 1000, elapsed: 00:00:35
Train:: ep: 431, r: 2459.9969989424567, n_steps: 1000, elapsed: 00:00:35
Train:: ep: 432, r: 2571.1747453192893, n_steps: 1000, elapsed: 00:00:35
Train:: ep: 433, r: 2461.061921201227, n_steps: 1000, elapsed: 00:00:35
Train:: ep: 434, r: 2453.6528003778794, n_steps: 1000, elapsed: 00:00:35
Train:: ep: 435, r: 2578.141932249704, n_steps: 1000, elapsed: 00:00:35
Train:: ep: 436, r: 2679.390617803077, n_steps: 1000, elapsed: 00:00:35
Train:: ep: 437, r: 2376.4105209911377, n_steps: 1000, elapsed: 00:00:35
Train:: ep: 438, r: 2757.099476459921, n_steps: 1000, elapsed: 00:00:35
Train:: ep: 439, r: 2576.8909918438753, n_steps: 1000, elapsed: 00:00:35
Train:: ep: 440, r: 2657.267170270579, n_steps: 1000, elapsed: 00:00:35
Train:: ep: 441, r: 2585.787456034757, n_steps: 1000, elapsed: 00:00:35
Train:: ep: 442, r: 2607.5485203822086, n_steps: 1000, elapsed: 00:00:35
Train:: ep: 443, r: 2618.948386433907, n_steps: 1000, elapsed: 00:00:35
Train:: ep: 444, r: 2859.8990435448677, n_steps: 1000, elapsed: 00:00:35
Train:: ep: 445, r: 2783.7909507495406, n_steps: 1000, elapsed: 00:00:35
Train:: ep: 446, r: 2693.207065817461, n_steps: 1000, elapsed: 00:00:35
Train:: ep: 447, r: 2979.7661612074417, n_steps: 1000, elapsed: 00:00:35
Train:: ep: 448, r: 2765.257689636371, n_steps: 1000, elapsed: 00:00:35
Train:: ep: 449, r: 2866.7588422091344, n_steps: 1000, elapsed: 00:00:35
Train:: ep: 450, r: 2744.6901070414856, n_steps: 1000, elapsed: 00:00:35
Train:: ep: 451, r: 2556.8958621509446, n_steps: 1000, elapsed: 00:00:35
Train:: ep: 452, r: 2782.1895264501923, n_steps: 1000, elapsed: 00:00:35
Train:: ep: 453, r: 1610.4671100341134, n_steps: 1000, elapsed: 00:00:35
Train:: ep: 454, r: 2865.2657782653687, n_steps: 1000, elapsed: 00:00:35
Train:: ep: 455, r: 2688.997548792318, n_steps: 1000, elapsed: 00:00:35
Train:: ep: 456, r: 2908.5745223733347, n_steps: 1000, elapsed: 00:00:35
Train:: ep: 457, r: 2826.542132463894, n_steps: 1000, elapsed: 00:00:35
Train:: ep: 458, r: 2948.000581151136, n_steps: 1000, elapsed: 00:00:35
Train:: ep: 459, r: 2949.8177078223002, n_steps: 1000, elapsed: 00:00:35
Train:: ep: 460, r: 2949.9162639624856, n_steps: 1000, elapsed: 00:00:35
Train:: ep: 461, r: 2707.509209308184, n_steps: 1000, elapsed: 00:00:35
Train:: ep: 462, r: 2812.079358713889, n_steps: 1000, elapsed: 00:00:35
Train:: ep: 463, r: 2675.0369362196775, n_steps: 1000, elapsed: 00:00:35
Train:: ep: 464, r: 2541.0004183124515, n_steps: 1000, elapsed: 00:00:35
Train:: ep: 465, r: 2900.009048025746, n_steps: 1000, elapsed: 00:00:35
Train:: ep: 466, r: 2742.774754553649, n_steps: 1000, elapsed: 00:00:35
Train:: ep: 467, r: 2985.077553679769, n_steps: 1000, elapsed: 00:00:34
Train:: ep: 468, r: 2672.823548252161, n_steps: 1000, elapsed: 00:00:35
Train:: ep: 469, r: 2813.751317604482, n_steps: 1000, elapsed: 00:00:35
Train:: ep: 470, r: 2933.437635366616, n_steps: 1000, elapsed: 00:00:35
Train:: ep: 471, r: 2997.5095781087357, n_steps: 1000, elapsed: 00:00:35
Train:: ep: 472, r: 2783.0344768617697, n_steps: 1000, elapsed: 00:00:35
Train:: ep: 473, r: 2949.2376886952966, n_steps: 1000, elapsed: 00:00:38
Train:: ep: 474, r: 2837.1261484474508, n_steps: 1000, elapsed: 00:00:35
Train:: ep: 475, r: 2684.942391091653, n_steps: 1000, elapsed: 00:00:35
Train:: ep: 476, r: 2997.372225115928, n_steps: 1000, elapsed: 00:00:35
Train:: ep: 477, r: 2838.8300278024194, n_steps: 1000, elapsed: 00:00:35
Train:: ep: 478, r: 3022.905794163315, n_steps: 1000, elapsed: 00:00:35
Train:: ep: 479, r: 2911.902724095913, n_steps: 1000, elapsed: 00:00:35
Train:: ep: 480, r: 2719.5160634845165, n_steps: 1000, elapsed: 00:00:35
Train:: ep: 481, r: 2717.819171523413, n_steps: 1000, elapsed: 00:00:35
Train:: ep: 482, r: 2723.676638789314, n_steps: 1000, elapsed: 00:00:35
Train:: ep: 483, r: 2817.063176072875, n_steps: 1000, elapsed: 00:00:35
Train:: ep: 484, r: 2989.6780844623404, n_steps: 1000, elapsed: 00:00:35
Train:: ep: 485, r: 2788.882628636444, n_steps: 1000, elapsed: 00:00:35
Train:: ep: 486, r: 2953.2595760673235, n_steps: 1000, elapsed: 00:00:35
Train:: ep: 487, r: 2625.5437988990097, n_steps: 1000, elapsed: 00:00:35
Train:: ep: 488, r: 2740.079967566888, n_steps: 1000, elapsed: 00:00:35
Train:: ep: 489, r: 2998.4142130350006, n_steps: 1000, elapsed: 00:00:35
Train:: ep: 490, r: 2817.8873502730976, n_steps: 1000, elapsed: 00:00:35
Train:: ep: 491, r: 2912.1041582956477, n_steps: 1000, elapsed: 00:00:35
Train:: ep: 492, r: 2907.8518812783177, n_steps: 1000, elapsed: 00:00:35
Train:: ep: 493, r: 2600.129820263321, n_steps: 1000, elapsed: 00:00:35
Train:: ep: 494, r: 2661.2424173922777, n_steps: 1000, elapsed: 00:00:35
Train:: ep: 495, r: 2545.7483694179214, n_steps: 1000, elapsed: 00:00:35
Train:: ep: 496, r: 3036.6337517629095, n_steps: 1000, elapsed: 00:00:35
Train:: ep: 497, r: 2817.435063180596, n_steps: 1000, elapsed: 00:00:35
Train:: ep: 498, r: 3078.146734688864, n_steps: 1000, elapsed: 00:00:35
=== EVAL :: ep: 0, r: 3474.495244524571, n_steps: 1000, elapsed: 00:00:02
Train:: ep: 499, r: 3016.7479748894993, n_steps: 1000, elapsed: 00:00:35
End run at: 2020-10-13 06:35:31.908474

Total Time taken: 5:00:26.713480

Training Time: 05:00:21
Evaluation Time: 00:00:04
