Agent setting:  OrderedDict([('actor_critic_dim', 128), ('n_hidden', 1), ('pi_lr', 0.01), ('qf_vf_lr', 1e-05), ('sample_for_eval', False), ('use_true_q', False), ('entropy_scale', 0.01), ('l_param', 6), ('N_param', 64), ('optim_type', 'll_multiple'), ('q_update_type', 'sac'), ('use_replay', True), ('use_target', False), ('batch_size', 32), ('use_baseline', True), ('use_hard_value', False), ('use_scaled_kl', False), ('n_action_points', 128)])
Start run at: 2020-10-13 06:35:38.549085

=== EVAL :: ep: 0, r: 3.3366390117299436, n_steps: 1000, elapsed: 00:00:02
Train:: ep: 318, r: 65.49221917537729, n_steps: 1000, elapsed: 00:00:31
Train:: ep: 319, r: 135.1462609709936, n_steps: 1000, elapsed: 00:00:31
Train:: ep: 320, r: 93.15980661324882, n_steps: 1000, elapsed: 00:00:31
Train:: ep: 321, r: 41.525019662785944, n_steps: 1000, elapsed: 00:00:31
Train:: ep: 322, r: 35.03023953958087, n_steps: 1000, elapsed: 00:00:31
Train:: ep: 323, r: 34.68604833359731, n_steps: 1000, elapsed: 00:00:31
Train:: ep: 324, r: 24.690157784884118, n_steps: 1000, elapsed: 00:00:31
Train:: ep: 325, r: 71.06636640334499, n_steps: 1000, elapsed: 00:00:31
Train:: ep: 326, r: 131.58001089199763, n_steps: 1000, elapsed: 00:00:31
Train:: ep: 327, r: 122.65219374210349, n_steps: 1000, elapsed: 00:00:31
Train:: ep: 328, r: 118.68281624128974, n_steps: 1000, elapsed: 00:00:31
Train:: ep: 329, r: 74.58645605471585, n_steps: 1000, elapsed: 00:00:31
Train:: ep: 330, r: 140.29190970109855, n_steps: 1000, elapsed: 00:00:31
Train:: ep: 331, r: 29.219697655793496, n_steps: 1000, elapsed: 00:00:31
Train:: ep: 332, r: 88.66907197264614, n_steps: 1000, elapsed: 00:00:31
Train:: ep: 333, r: 40.782973788336136, n_steps: 1000, elapsed: 00:00:31
Train:: ep: 334, r: 39.43755528867191, n_steps: 1000, elapsed: 00:00:31
Train:: ep: 335, r: 136.38482265287053, n_steps: 1000, elapsed: 00:00:31
Train:: ep: 336, r: 115.59579964895356, n_steps: 1000, elapsed: 00:00:31
Train:: ep: 337, r: 30.963431381049503, n_steps: 1000, elapsed: 00:00:31
Train:: ep: 338, r: 14.895046205954674, n_steps: 1000, elapsed: 00:00:31
Train:: ep: 339, r: 28.437736546573955, n_steps: 1000, elapsed: 00:00:31
Train:: ep: 340, r: 26.56788442571973, n_steps: 1000, elapsed: 00:00:31
Train:: ep: 341, r: 60.17328566995443, n_steps: 1000, elapsed: 00:00:31
Train:: ep: 342, r: 30.690170128559608, n_steps: 1000, elapsed: 00:00:31
Train:: ep: 343, r: 24.625769808549272, n_steps: 1000, elapsed: 00:00:31
Train:: ep: 344, r: 23.432340294864677, n_steps: 1000, elapsed: 00:00:31
Train:: ep: 345, r: 24.522704439801714, n_steps: 1000, elapsed: 00:00:31
Train:: ep: 346, r: 23.843755339549972, n_steps: 1000, elapsed: 00:00:31
Train:: ep: 347, r: 20.464786401839262, n_steps: 1000, elapsed: 00:00:31
Train:: ep: 348, r: 25.309263201722125, n_steps: 1000, elapsed: 00:00:31
Train:: ep: 349, r: 23.09827274241633, n_steps: 1000, elapsed: 00:00:31
Train:: ep: 350, r: 20.550960234019477, n_steps: 1000, elapsed: 00:00:31
Train:: ep: 351, r: 24.411315266272766, n_steps: 1000, elapsed: 00:00:31
Train:: ep: 352, r: 22.753837532937524, n_steps: 1000, elapsed: 00:00:31
Train:: ep: 353, r: 22.011068838978886, n_steps: 1000, elapsed: 00:00:31
Train:: ep: 354, r: 30.702578394621273, n_steps: 1000, elapsed: 00:00:31
Train:: ep: 355, r: 23.412199848967536, n_steps: 1000, elapsed: 00:00:31
Train:: ep: 356, r: 13.473220507701322, n_steps: 1000, elapsed: 00:00:31
Train:: ep: 357, r: 15.396056084825489, n_steps: 1000, elapsed: 00:00:31
Train:: ep: 358, r: 9.996408810975185, n_steps: 1000, elapsed: 00:00:31
Train:: ep: 359, r: 28.403551568377964, n_steps: 1000, elapsed: 00:00:31
Train:: ep: 360, r: 9.529721767624531, n_steps: 1000, elapsed: 00:00:31
Train:: ep: 361, r: 12.710551945329035, n_steps: 1000, elapsed: 00:00:31
Train:: ep: 362, r: 8.395831816693438, n_steps: 1000, elapsed: 00:00:31
Train:: ep: 363, r: 13.11270742249825, n_steps: 1000, elapsed: 00:00:31
Train:: ep: 364, r: 5.92056290427262, n_steps: 1000, elapsed: 00:00:31
Train:: ep: 365, r: 35.05368342614013, n_steps: 1000, elapsed: 00:00:31
Train:: ep: 366, r: 19.29371132807213, n_steps: 1000, elapsed: 00:00:31
Train:: ep: 367, r: 28.817994358998234, n_steps: 1000, elapsed: 00:00:31
Train:: ep: 368, r: 24.43602058743549, n_steps: 1000, elapsed: 00:00:31
Train:: ep: 369, r: 31.724855318761495, n_steps: 1000, elapsed: 00:00:31
Train:: ep: 370, r: 40.841863922581375, n_steps: 1000, elapsed: 00:00:31
Train:: ep: 371, r: 27.03570321831302, n_steps: 1000, elapsed: 00:00:31
Train:: ep: 372, r: 30.4725058538697, n_steps: 1000, elapsed: 00:00:31
Train:: ep: 373, r: 37.43358342885865, n_steps: 1000, elapsed: 00:00:31
Train:: ep: 374, r: 26.71548993138341, n_steps: 1000, elapsed: 00:00:31
Train:: ep: 375, r: 31.684315698988637, n_steps: 1000, elapsed: 00:00:31
Train:: ep: 376, r: 39.78961078462218, n_steps: 1000, elapsed: 00:00:31
Train:: ep: 377, r: 13.162566577231686, n_steps: 1000, elapsed: 00:00:31
Train:: ep: 378, r: 29.394006710598006, n_steps: 1000, elapsed: 00:00:31
Train:: ep: 379, r: 31.336075397059545, n_steps: 1000, elapsed: 00:00:31
Train:: ep: 380, r: 35.19342467446663, n_steps: 1000, elapsed: 00:00:31
Train:: ep: 381, r: 28.895144155454748, n_steps: 1000, elapsed: 00:00:31
Train:: ep: 382, r: 30.134068855427095, n_steps: 1000, elapsed: 00:00:31
Train:: ep: 383, r: 35.534247815036785, n_steps: 1000, elapsed: 00:00:31
Train:: ep: 384, r: 30.00297735748684, n_steps: 1000, elapsed: 00:00:31
Train:: ep: 385, r: 25.787734674191423, n_steps: 1000, elapsed: 00:00:31
Train:: ep: 386, r: 31.66769987657746, n_steps: 1000, elapsed: 00:00:31
Train:: ep: 387, r: 38.52132100574212, n_steps: 1000, elapsed: 00:00:31
Train:: ep: 388, r: 20.389097614925646, n_steps: 1000, elapsed: 00:00:31
Train:: ep: 389, r: 43.32760774581077, n_steps: 1000, elapsed: 00:00:31
Train:: ep: 390, r: 34.78236717215275, n_steps: 1000, elapsed: 00:00:31
Train:: ep: 391, r: 39.27289172643542, n_steps: 1000, elapsed: 00:00:31
Train:: ep: 392, r: 27.252015392735835, n_steps: 1000, elapsed: 00:00:31
Train:: ep: 393, r: 25.669511037331286, n_steps: 1000, elapsed: 00:00:31
Train:: ep: 394, r: 25.10585511620641, n_steps: 1000, elapsed: 00:00:31
Train:: ep: 395, r: 28.684622682649266, n_steps: 1000, elapsed: 00:00:31
Train:: ep: 396, r: 21.41061899855151, n_steps: 1000, elapsed: 00:00:31
Train:: ep: 397, r: 26.10122122908697, n_steps: 1000, elapsed: 00:00:31
Train:: ep: 398, r: 42.83605949593225, n_steps: 1000, elapsed: 00:00:31
Train:: ep: 399, r: 25.06459481962086, n_steps: 1000, elapsed: 00:00:31
Train:: ep: 400, r: 28.735543237063666, n_steps: 1000, elapsed: 00:00:31
Train:: ep: 401, r: 19.66382766414656, n_steps: 1000, elapsed: 00:00:31
Train:: ep: 402, r: 31.98197844021698, n_steps: 1000, elapsed: 00:00:31
Train:: ep: 403, r: 23.512462981945152, n_steps: 1000, elapsed: 00:00:31
Train:: ep: 404, r: 25.4217780369515, n_steps: 1000, elapsed: 00:00:31
Train:: ep: 405, r: 53.37783991861024, n_steps: 1000, elapsed: 00:00:31
Train:: ep: 406, r: 33.7941936858825, n_steps: 1000, elapsed: 00:00:31
Train:: ep: 407, r: 27.380737073312268, n_steps: 1000, elapsed: 00:00:31
Train:: ep: 408, r: 38.40928103409889, n_steps: 1000, elapsed: 00:00:31
Train:: ep: 409, r: 23.804516804078734, n_steps: 1000, elapsed: 00:00:31
Train:: ep: 410, r: 20.934126826435246, n_steps: 1000, elapsed: 00:00:31
Train:: ep: 411, r: 19.74161310070848, n_steps: 1000, elapsed: 00:00:31
Train:: ep: 412, r: 27.236672767885498, n_steps: 1000, elapsed: 00:00:31
Train:: ep: 413, r: 26.622151126948392, n_steps: 1000, elapsed: 00:00:31
Train:: ep: 414, r: 43.68306814500006, n_steps: 1000, elapsed: 00:00:31
Train:: ep: 415, r: 44.81284880014849, n_steps: 1000, elapsed: 00:00:31
Train:: ep: 416, r: 48.23630206092689, n_steps: 1000, elapsed: 00:00:31
Train:: ep: 417, r: 21.41614218400279, n_steps: 1000, elapsed: 00:00:31
Train:: ep: 418, r: 19.658954845637044, n_steps: 1000, elapsed: 00:00:31
Train:: ep: 419, r: 38.19672416641302, n_steps: 1000, elapsed: 00:00:31
Train:: ep: 420, r: 25.172533633333916, n_steps: 1000, elapsed: 00:00:31
Train:: ep: 421, r: 33.86493332027182, n_steps: 1000, elapsed: 00:00:31
Train:: ep: 422, r: 32.46568738878279, n_steps: 1000, elapsed: 00:00:31
Train:: ep: 423, r: 21.82057913865154, n_steps: 1000, elapsed: 00:00:31
Train:: ep: 424, r: 42.551493599545, n_steps: 1000, elapsed: 00:00:31
Train:: ep: 425, r: 34.81214210490899, n_steps: 1000, elapsed: 00:00:32
Train:: ep: 426, r: 88.87599243404172, n_steps: 1000, elapsed: 00:00:33
Train:: ep: 427, r: 50.77727291630144, n_steps: 1000, elapsed: 00:00:32
Train:: ep: 428, r: 37.55397744166751, n_steps: 1000, elapsed: 00:00:33
Train:: ep: 429, r: 75.96141671933599, n_steps: 1000, elapsed: 00:00:32
Train:: ep: 430, r: 82.30684057714846, n_steps: 1000, elapsed: 00:00:32
Train:: ep: 431, r: 56.496299977633335, n_steps: 1000, elapsed: 00:00:32
Train:: ep: 432, r: 77.13910108518421, n_steps: 1000, elapsed: 00:00:32
Train:: ep: 433, r: 63.701512448765406, n_steps: 1000, elapsed: 00:00:37
Train:: ep: 434, r: 24.295021433070403, n_steps: 1000, elapsed: 00:00:31
Train:: ep: 435, r: 80.33731081677762, n_steps: 1000, elapsed: 00:00:31
Train:: ep: 436, r: 56.06963638146011, n_steps: 1000, elapsed: 00:00:36
Train:: ep: 437, r: 25.41208473030547, n_steps: 1000, elapsed: 00:00:36
Train:: ep: 438, r: 60.86437534807579, n_steps: 1000, elapsed: 00:00:33
Train:: ep: 439, r: 34.06699341201104, n_steps: 1000, elapsed: 00:00:32
Train:: ep: 440, r: 37.73560234305845, n_steps: 1000, elapsed: 00:00:31
Train:: ep: 441, r: 30.527361068992892, n_steps: 1000, elapsed: 00:00:32
Train:: ep: 442, r: 26.597791686132176, n_steps: 1000, elapsed: 00:00:31
Train:: ep: 443, r: 21.499072918379326, n_steps: 1000, elapsed: 00:00:31
Train:: ep: 444, r: 34.75674692507153, n_steps: 1000, elapsed: 00:00:31
Train:: ep: 445, r: 30.38775183337171, n_steps: 1000, elapsed: 00:00:32
Train:: ep: 446, r: 29.0462509057139, n_steps: 1000, elapsed: 00:00:32
Train:: ep: 447, r: 48.686814952687406, n_steps: 1000, elapsed: 00:00:32
Train:: ep: 448, r: 49.99804300360591, n_steps: 1000, elapsed: 00:00:38
Train:: ep: 449, r: 48.72021792488674, n_steps: 1000, elapsed: 00:00:32
Train:: ep: 450, r: 30.17055320803406, n_steps: 1000, elapsed: 00:00:32
Train:: ep: 451, r: 55.888524837274936, n_steps: 1000, elapsed: 00:00:31
Train:: ep: 452, r: 60.85857558566216, n_steps: 1000, elapsed: 00:00:32
Train:: ep: 453, r: 31.16823802583519, n_steps: 1000, elapsed: 00:00:31
Train:: ep: 454, r: 39.61194107412406, n_steps: 1000, elapsed: 00:00:34
Train:: ep: 455, r: 54.02336702746017, n_steps: 1000, elapsed: 00:00:35
Train:: ep: 456, r: 45.11070359128052, n_steps: 1000, elapsed: 00:00:34
Train:: ep: 457, r: 48.60816177806574, n_steps: 1000, elapsed: 00:00:32
Train:: ep: 458, r: 48.088224384224915, n_steps: 1000, elapsed: 00:00:35
Train:: ep: 459, r: 44.83807879058511, n_steps: 1000, elapsed: 00:00:33
Train:: ep: 460, r: 39.78415542345187, n_steps: 1000, elapsed: 00:00:31
Train:: ep: 461, r: 53.22744126122334, n_steps: 1000, elapsed: 00:00:31
Train:: ep: 462, r: 48.46110301036131, n_steps: 1000, elapsed: 00:00:31
Train:: ep: 463, r: 25.769159393144065, n_steps: 1000, elapsed: 00:00:31
Train:: ep: 464, r: 45.28582050017784, n_steps: 1000, elapsed: 00:00:31
Train:: ep: 465, r: 47.89634394426111, n_steps: 1000, elapsed: 00:00:31
Train:: ep: 466, r: 54.407984544902675, n_steps: 1000, elapsed: 00:00:31
Train:: ep: 467, r: 43.40621724870255, n_steps: 1000, elapsed: 00:00:31
Train:: ep: 468, r: 26.89307133471757, n_steps: 1000, elapsed: 00:00:31
Train:: ep: 469, r: 20.042928092729817, n_steps: 1000, elapsed: 00:00:31
Train:: ep: 470, r: 10.25963695504607, n_steps: 1000, elapsed: 00:00:31
Train:: ep: 471, r: -8.592674179247453, n_steps: 1000, elapsed: 00:00:31
Train:: ep: 472, r: 31.487933103077278, n_steps: 1000, elapsed: 00:00:31
Train:: ep: 473, r: 31.422134522200754, n_steps: 1000, elapsed: 00:00:31
Train:: ep: 474, r: 30.786305182991054, n_steps: 1000, elapsed: 00:00:31
Train:: ep: 475, r: 0.6819979406590936, n_steps: 1000, elapsed: 00:00:31
Train:: ep: 476, r: 5.797515355028366, n_steps: 1000, elapsed: 00:00:31
Train:: ep: 477, r: 16.11424295323259, n_steps: 1000, elapsed: 00:00:31
Train:: ep: 478, r: 34.518849114227535, n_steps: 1000, elapsed: 00:00:31
Train:: ep: 479, r: 34.13046776007682, n_steps: 1000, elapsed: 00:00:31
Train:: ep: 480, r: 31.198824260107042, n_steps: 1000, elapsed: 00:00:31
Train:: ep: 481, r: 35.902253488436806, n_steps: 1000, elapsed: 00:00:31
Train:: ep: 482, r: 30.16599329228243, n_steps: 1000, elapsed: 00:00:31
Train:: ep: 483, r: 37.79229249125893, n_steps: 1000, elapsed: 00:00:31
Train:: ep: 484, r: 35.64461715379076, n_steps: 1000, elapsed: 00:00:31
Train:: ep: 485, r: 33.412337013551, n_steps: 1000, elapsed: 00:00:31
Train:: ep: 486, r: 32.75605093349448, n_steps: 1000, elapsed: 00:00:31
Train:: ep: 487, r: 35.83683552470917, n_steps: 1000, elapsed: 00:00:31
Train:: ep: 488, r: 37.88487246541256, n_steps: 1000, elapsed: 00:00:31
Train:: ep: 489, r: 30.122356261159997, n_steps: 1000, elapsed: 00:00:31
Train:: ep: 490, r: 7.241152868270793, n_steps: 1000, elapsed: 00:00:31
Train:: ep: 491, r: 30.524438399277514, n_steps: 1000, elapsed: 00:00:31
Train:: ep: 492, r: 35.26964407141179, n_steps: 1000, elapsed: 00:00:31
Train:: ep: 493, r: 55.04111631527367, n_steps: 1000, elapsed: 00:00:31
Train:: ep: 494, r: 30.585601366500025, n_steps: 1000, elapsed: 00:00:31
Train:: ep: 495, r: 34.02294362957156, n_steps: 1000, elapsed: 00:00:31
Train:: ep: 496, r: 40.60423264914047, n_steps: 1000, elapsed: 00:00:31
Train:: ep: 497, r: 39.79715506767705, n_steps: 1000, elapsed: 00:00:31
Train:: ep: 498, r: 32.947597214911326, n_steps: 1000, elapsed: 00:00:31
=== EVAL :: ep: 0, r: 20.50662139206803, n_steps: 1000, elapsed: 00:00:02
Train:: ep: 499, r: 26.74328765108502, n_steps: 1000, elapsed: 00:00:31
End run at: 2020-10-13 11:00:40.767253

Total Time taken: 4:25:02.218168

Training Time: 04:24:57
Evaluation Time: 00:00:04
