Agent setting:  OrderedDict([('actor_critic_dim', 128), ('n_hidden', 1), ('pi_lr', 0.001), ('qf_vf_lr', 0.0001), ('sample_for_eval', False), ('use_true_q', False), ('entropy_scale', 0.01), ('l_param', 6), ('N_param', 64), ('optim_type', 'll_multiple'), ('q_update_type', 'sac'), ('use_replay', True), ('use_target', False), ('batch_size', 32), ('use_baseline', True), ('use_hard_value', False), ('use_scaled_kl', False), ('n_action_points', 128)])
Start run at: 2020-10-13 06:54:18.653710

=== EVAL :: ep: 0, r: -0.9030175291941848, n_steps: 1000, elapsed: 00:00:02
Train:: ep: 319, r: -289.3910777741287, n_steps: 1000, elapsed: 00:00:29
Train:: ep: 320, r: -244.99392016405622, n_steps: 1000, elapsed: 00:00:30
Train:: ep: 321, r: -428.15804724101196, n_steps: 1000, elapsed: 00:00:30
Train:: ep: 322, r: -221.09212387666534, n_steps: 1000, elapsed: 00:00:30
Train:: ep: 323, r: -301.26277469139995, n_steps: 1000, elapsed: 00:00:30
Train:: ep: 324, r: -386.47879302739557, n_steps: 1000, elapsed: 00:00:30
Train:: ep: 325, r: -340.35207548184934, n_steps: 1000, elapsed: 00:00:29
Train:: ep: 326, r: -281.1062974006125, n_steps: 1000, elapsed: 00:00:30
Train:: ep: 327, r: -343.50955814984053, n_steps: 1000, elapsed: 00:00:30
Train:: ep: 328, r: -333.6859914691893, n_steps: 1000, elapsed: 00:00:30
Train:: ep: 329, r: -332.0201906507319, n_steps: 1000, elapsed: 00:00:30
Train:: ep: 330, r: -363.34111724475065, n_steps: 1000, elapsed: 00:00:30
Train:: ep: 331, r: -387.77956705806946, n_steps: 1000, elapsed: 00:00:30
Train:: ep: 332, r: -386.8798690035756, n_steps: 1000, elapsed: 00:00:30
Train:: ep: 333, r: -348.51533414902366, n_steps: 1000, elapsed: 00:00:30
Train:: ep: 334, r: -264.30218087830787, n_steps: 1000, elapsed: 00:00:30
Train:: ep: 335, r: -310.9867108335057, n_steps: 1000, elapsed: 00:00:29
Train:: ep: 336, r: -430.47580846471504, n_steps: 1000, elapsed: 00:00:30
Train:: ep: 337, r: -410.2893490632438, n_steps: 1000, elapsed: 00:00:30
Train:: ep: 338, r: -543.8572055247027, n_steps: 1000, elapsed: 00:00:29
Train:: ep: 339, r: -341.86570291141055, n_steps: 1000, elapsed: 00:00:29
Train:: ep: 340, r: -335.50134073181107, n_steps: 1000, elapsed: 00:00:30
Train:: ep: 341, r: -315.8062531336195, n_steps: 1000, elapsed: 00:00:29
Train:: ep: 342, r: -400.0120141802673, n_steps: 1000, elapsed: 00:00:30
Train:: ep: 343, r: -538.2463362761413, n_steps: 1000, elapsed: 00:00:30
Train:: ep: 344, r: -429.6121514590625, n_steps: 1000, elapsed: 00:00:30
Train:: ep: 345, r: -427.1342855851634, n_steps: 1000, elapsed: 00:00:30
Train:: ep: 346, r: -396.3902628086462, n_steps: 1000, elapsed: 00:00:30
Train:: ep: 347, r: -377.2768867442446, n_steps: 1000, elapsed: 00:00:30
Train:: ep: 348, r: -431.8106750586772, n_steps: 1000, elapsed: 00:00:30
Train:: ep: 349, r: -443.82562853908297, n_steps: 1000, elapsed: 00:00:30
Train:: ep: 350, r: -475.4171453851483, n_steps: 1000, elapsed: 00:00:30
Train:: ep: 351, r: -390.0388037006841, n_steps: 1000, elapsed: 00:00:30
Train:: ep: 352, r: -357.81393939641316, n_steps: 1000, elapsed: 00:00:29
Train:: ep: 353, r: -553.5486567427243, n_steps: 1000, elapsed: 00:00:29
Train:: ep: 354, r: -262.25763739779404, n_steps: 1000, elapsed: 00:00:29
Train:: ep: 355, r: -578.8884639953599, n_steps: 1000, elapsed: 00:00:29
Train:: ep: 356, r: -423.6570956595908, n_steps: 1000, elapsed: 00:00:29
Train:: ep: 357, r: -641.0648850418671, n_steps: 1000, elapsed: 00:00:30
Train:: ep: 358, r: -611.2576766601217, n_steps: 1000, elapsed: 00:00:29
Train:: ep: 359, r: -681.6695916334833, n_steps: 1000, elapsed: 00:00:30
Train:: ep: 360, r: -762.9241538579199, n_steps: 1000, elapsed: 00:00:29
Train:: ep: 361, r: -601.6435204803961, n_steps: 1000, elapsed: 00:00:29
Train:: ep: 362, r: -631.0947987017906, n_steps: 1000, elapsed: 00:00:30
Train:: ep: 363, r: -534.1545323604638, n_steps: 1000, elapsed: 00:00:29
Train:: ep: 364, r: -581.5022788210554, n_steps: 1000, elapsed: 00:00:30
Train:: ep: 365, r: -782.250748296444, n_steps: 1000, elapsed: 00:00:29
Train:: ep: 366, r: -468.1148461118792, n_steps: 1000, elapsed: 00:00:30
Train:: ep: 367, r: -658.803645281553, n_steps: 1000, elapsed: 00:00:29
Train:: ep: 368, r: -458.20014079777826, n_steps: 1000, elapsed: 00:00:29
Train:: ep: 369, r: -627.7715537416376, n_steps: 1000, elapsed: 00:00:29
Train:: ep: 370, r: -238.40656934200268, n_steps: 1000, elapsed: 00:00:29
Train:: ep: 371, r: -501.41587838075196, n_steps: 1000, elapsed: 00:00:29
Train:: ep: 372, r: -468.55247725497577, n_steps: 1000, elapsed: 00:00:29
Train:: ep: 373, r: -314.21923153103245, n_steps: 1000, elapsed: 00:00:29
Train:: ep: 374, r: -240.29688688959402, n_steps: 1000, elapsed: 00:00:30
Train:: ep: 375, r: -601.5783053631525, n_steps: 1000, elapsed: 00:00:29
Train:: ep: 376, r: -293.8554037964315, n_steps: 1000, elapsed: 00:00:29
Train:: ep: 377, r: -449.55180281434696, n_steps: 1000, elapsed: 00:00:29
Train:: ep: 378, r: -91.25687761786456, n_steps: 1000, elapsed: 00:00:29
Train:: ep: 379, r: -188.2044640631883, n_steps: 1000, elapsed: 00:00:29
Train:: ep: 380, r: -353.45210935434125, n_steps: 1000, elapsed: 00:00:29
Train:: ep: 381, r: -415.45548033918584, n_steps: 1000, elapsed: 00:00:29
Train:: ep: 382, r: -545.4993483665083, n_steps: 1000, elapsed: 00:00:29
Train:: ep: 383, r: -268.6081947104407, n_steps: 1000, elapsed: 00:00:29
Train:: ep: 384, r: -392.44992961771334, n_steps: 1000, elapsed: 00:00:29
Train:: ep: 385, r: -357.4233888995315, n_steps: 1000, elapsed: 00:00:29
Train:: ep: 386, r: -462.6442610888967, n_steps: 1000, elapsed: 00:00:29
Train:: ep: 387, r: -393.43856345455487, n_steps: 1000, elapsed: 00:00:29
Train:: ep: 388, r: -337.21655589415735, n_steps: 1000, elapsed: 00:00:29
Train:: ep: 389, r: -257.98235191501243, n_steps: 1000, elapsed: 00:00:29
Train:: ep: 390, r: -330.8458728198901, n_steps: 1000, elapsed: 00:00:29
Train:: ep: 391, r: -323.8200923622688, n_steps: 1000, elapsed: 00:00:30
Train:: ep: 392, r: -303.24527605809874, n_steps: 1000, elapsed: 00:00:29
Train:: ep: 393, r: -236.99285791686862, n_steps: 1000, elapsed: 00:00:29
Train:: ep: 394, r: -302.50907485322773, n_steps: 1000, elapsed: 00:00:29
Train:: ep: 395, r: -572.1145437626336, n_steps: 1000, elapsed: 00:00:29
Train:: ep: 396, r: -592.2658739434585, n_steps: 1000, elapsed: 00:00:29
Train:: ep: 397, r: -458.5866354828661, n_steps: 1000, elapsed: 00:00:29
Train:: ep: 398, r: -239.93859544915844, n_steps: 1000, elapsed: 00:00:29
Train:: ep: 399, r: -194.59473449455942, n_steps: 1000, elapsed: 00:00:29
Train:: ep: 400, r: -309.82936013506685, n_steps: 1000, elapsed: 00:00:29
Train:: ep: 401, r: -225.44512316204322, n_steps: 1000, elapsed: 00:00:29
Train:: ep: 402, r: -459.7251953843224, n_steps: 1000, elapsed: 00:00:30
Train:: ep: 403, r: -350.12525738749525, n_steps: 1000, elapsed: 00:00:29
Train:: ep: 404, r: -335.92544096246456, n_steps: 1000, elapsed: 00:00:29
Train:: ep: 405, r: -312.2237213643572, n_steps: 1000, elapsed: 00:00:29
Train:: ep: 406, r: -184.6271453644593, n_steps: 1000, elapsed: 00:00:29
Train:: ep: 407, r: -186.81205393800164, n_steps: 1000, elapsed: 00:00:29
Train:: ep: 408, r: -345.4041128013952, n_steps: 1000, elapsed: 00:00:29
Train:: ep: 409, r: -321.2087442232996, n_steps: 1000, elapsed: 00:00:29
Train:: ep: 410, r: -471.86920273793464, n_steps: 1000, elapsed: 00:00:29
Train:: ep: 411, r: -188.76641537826978, n_steps: 1000, elapsed: 00:00:30
Train:: ep: 412, r: -296.34852476989795, n_steps: 1000, elapsed: 00:00:31
Train:: ep: 413, r: -104.73211072232104, n_steps: 1000, elapsed: 00:00:31
Train:: ep: 414, r: -124.25738292264893, n_steps: 1000, elapsed: 00:00:30
Train:: ep: 415, r: -143.31125982747008, n_steps: 1000, elapsed: 00:00:31
Train:: ep: 416, r: -528.6119071249742, n_steps: 1000, elapsed: 00:00:31
Train:: ep: 417, r: -383.2108244163736, n_steps: 1000, elapsed: 00:00:30
Train:: ep: 418, r: -253.07080145648885, n_steps: 1000, elapsed: 00:00:30
Train:: ep: 419, r: -308.64369817448295, n_steps: 1000, elapsed: 00:00:33
Train:: ep: 420, r: -627.6833537083052, n_steps: 1000, elapsed: 00:00:33
Train:: ep: 421, r: -568.0206451764368, n_steps: 1000, elapsed: 00:00:30
Train:: ep: 422, r: -206.72733082954036, n_steps: 1000, elapsed: 00:00:30
Train:: ep: 423, r: -184.51135835287732, n_steps: 1000, elapsed: 00:00:35
Train:: ep: 424, r: -516.7970527632425, n_steps: 1000, elapsed: 00:00:33
Train:: ep: 425, r: -375.7262507399867, n_steps: 1000, elapsed: 00:00:31
Train:: ep: 426, r: -364.6137344717437, n_steps: 1000, elapsed: 00:00:31
Train:: ep: 427, r: -600.5613692927325, n_steps: 1000, elapsed: 00:00:30
Train:: ep: 428, r: -490.3330777246602, n_steps: 1000, elapsed: 00:00:30
Train:: ep: 429, r: -351.8438111804577, n_steps: 1000, elapsed: 00:00:30
Train:: ep: 430, r: -563.9226023827811, n_steps: 1000, elapsed: 00:00:30
Train:: ep: 431, r: -316.78652244606525, n_steps: 1000, elapsed: 00:00:30
Train:: ep: 432, r: -433.0350298062798, n_steps: 1000, elapsed: 00:00:30
Train:: ep: 433, r: -489.18033176838827, n_steps: 1000, elapsed: 00:00:30
Train:: ep: 434, r: -335.9425562710064, n_steps: 1000, elapsed: 00:00:31
Train:: ep: 435, r: -624.0461501830137, n_steps: 1000, elapsed: 00:00:35
Train:: ep: 436, r: -176.20642420514633, n_steps: 1000, elapsed: 00:00:32
Train:: ep: 437, r: 146.66718122021845, n_steps: 1000, elapsed: 00:00:30
Train:: ep: 438, r: -614.8584340585045, n_steps: 1000, elapsed: 00:00:31
Train:: ep: 439, r: -611.4990787395981, n_steps: 1000, elapsed: 00:00:30
Train:: ep: 440, r: -617.6390011096327, n_steps: 1000, elapsed: 00:00:30
Train:: ep: 441, r: -423.67893943715285, n_steps: 1000, elapsed: 00:00:30
Train:: ep: 442, r: -624.1818804586629, n_steps: 1000, elapsed: 00:00:34
Train:: ep: 443, r: -616.4617983042845, n_steps: 1000, elapsed: 00:00:32
Train:: ep: 444, r: -415.5804854318102, n_steps: 1000, elapsed: 00:00:32
Train:: ep: 445, r: -520.321819757565, n_steps: 1000, elapsed: 00:00:30
Train:: ep: 446, r: -506.45654553111575, n_steps: 1000, elapsed: 00:00:33
Train:: ep: 447, r: -456.4880992465832, n_steps: 1000, elapsed: 00:00:31
Train:: ep: 448, r: -128.96937160879142, n_steps: 1000, elapsed: 00:00:30
Train:: ep: 449, r: -403.4280167104566, n_steps: 1000, elapsed: 00:00:30
Train:: ep: 450, r: -585.0086163680612, n_steps: 1000, elapsed: 00:00:30
Train:: ep: 451, r: -851.8778713345312, n_steps: 1000, elapsed: 00:00:30
Train:: ep: 452, r: -857.1306235705962, n_steps: 1000, elapsed: 00:00:30
Train:: ep: 453, r: -457.31773945089355, n_steps: 1000, elapsed: 00:00:30
Train:: ep: 454, r: -524.6163492449938, n_steps: 1000, elapsed: 00:00:30
Train:: ep: 455, r: -378.6420331743289, n_steps: 1000, elapsed: 00:00:30
Train:: ep: 456, r: -608.7105476453414, n_steps: 1000, elapsed: 00:00:30
Train:: ep: 457, r: -492.5035048287197, n_steps: 1000, elapsed: 00:00:30
Train:: ep: 458, r: -493.99415833088267, n_steps: 1000, elapsed: 00:00:30
Train:: ep: 459, r: -762.0329278895736, n_steps: 1000, elapsed: 00:00:30
Train:: ep: 460, r: -480.728142587604, n_steps: 1000, elapsed: 00:00:30
Train:: ep: 461, r: -658.0368178041331, n_steps: 1000, elapsed: 00:00:30
Train:: ep: 462, r: -495.61519936939305, n_steps: 1000, elapsed: 00:00:30
Train:: ep: 463, r: -453.2031386932125, n_steps: 1000, elapsed: 00:00:30
Train:: ep: 464, r: -388.11593296569316, n_steps: 1000, elapsed: 00:00:29
Train:: ep: 465, r: -569.5064645574826, n_steps: 1000, elapsed: 00:00:30
Train:: ep: 466, r: -484.4619806694538, n_steps: 1000, elapsed: 00:00:30
Train:: ep: 467, r: -575.0224446127444, n_steps: 1000, elapsed: 00:00:30
Train:: ep: 468, r: -447.919694992831, n_steps: 1000, elapsed: 00:00:30
Train:: ep: 469, r: -436.4033977661797, n_steps: 1000, elapsed: 00:00:30
Train:: ep: 470, r: -524.8552607529134, n_steps: 1000, elapsed: 00:00:30
Train:: ep: 471, r: -423.97851900989554, n_steps: 1000, elapsed: 00:00:30
Train:: ep: 472, r: -422.87089956838963, n_steps: 1000, elapsed: 00:00:30
Train:: ep: 473, r: -675.5476074438145, n_steps: 1000, elapsed: 00:00:29
Train:: ep: 474, r: -411.34787811111215, n_steps: 1000, elapsed: 00:00:30
Train:: ep: 475, r: -502.2790150794948, n_steps: 1000, elapsed: 00:00:30
Train:: ep: 476, r: -579.1495902993063, n_steps: 1000, elapsed: 00:00:30
Train:: ep: 477, r: -433.46493338101436, n_steps: 1000, elapsed: 00:00:30
Train:: ep: 478, r: -398.9289493099261, n_steps: 1000, elapsed: 00:00:30
Train:: ep: 479, r: -410.51251946764353, n_steps: 1000, elapsed: 00:00:30
Train:: ep: 480, r: -407.0272010937113, n_steps: 1000, elapsed: 00:00:30
Train:: ep: 481, r: -319.5291021112526, n_steps: 1000, elapsed: 00:00:30
Train:: ep: 482, r: -483.4700852696835, n_steps: 1000, elapsed: 00:00:30
Train:: ep: 483, r: -642.1875593594689, n_steps: 1000, elapsed: 00:00:30
Train:: ep: 484, r: -421.0556684818588, n_steps: 1000, elapsed: 00:00:30
Train:: ep: 485, r: -405.6382507539208, n_steps: 1000, elapsed: 00:00:30
Train:: ep: 486, r: -632.3370454609161, n_steps: 1000, elapsed: 00:00:30
Train:: ep: 487, r: -102.96106429603799, n_steps: 1000, elapsed: 00:00:30
Train:: ep: 488, r: -490.9437739549176, n_steps: 1000, elapsed: 00:00:30
Train:: ep: 489, r: -455.0634071736771, n_steps: 1000, elapsed: 00:00:29
Train:: ep: 490, r: -535.6341374124743, n_steps: 1000, elapsed: 00:00:25
Train:: ep: 491, r: -362.8740662257236, n_steps: 1000, elapsed: 00:00:25
Train:: ep: 492, r: -432.0020510405235, n_steps: 1000, elapsed: 00:00:25
Train:: ep: 493, r: -331.003181948626, n_steps: 1000, elapsed: 00:00:25
Train:: ep: 494, r: -476.7982728308875, n_steps: 1000, elapsed: 00:00:27
Train:: ep: 495, r: -410.410123339399, n_steps: 1000, elapsed: 00:00:25
Train:: ep: 496, r: -453.7180364370418, n_steps: 1000, elapsed: 00:00:25
Train:: ep: 497, r: -389.03471172221475, n_steps: 1000, elapsed: 00:00:25
Train:: ep: 498, r: -665.5599713966366, n_steps: 1000, elapsed: 00:00:25
=== EVAL :: ep: 0, r: -819.4633957780834, n_steps: 1000, elapsed: 00:00:01
Train:: ep: 499, r: -506.3498997724947, n_steps: 1000, elapsed: 00:00:25
End run at: 2020-10-13 11:04:59.788234

Total Time taken: 4:10:41.134524

Training Time: 04:10:37
Evaluation Time: 00:00:03
