Agent setting:  OrderedDict([('actor_critic_dim', 128), ('n_hidden', 1), ('pi_lr', 0.001), ('qf_vf_lr', 0.0001), ('sample_for_eval', False), ('use_true_q', False), ('entropy_scale', 0.05), ('l_param', 6), ('N_param', 64), ('optim_type', 'wis'), ('q_update_type', 'sac'), ('use_replay', True), ('use_target', False), ('batch_size', 32), ('use_hard_policy', False), ('use_hard_value', False), ('n_action_points', 128)])
Num. Integration points: 187
Start run at: 2020-10-14 13:12:41.886214

=== EVAL :: ep: 0, r: -18.92101026382486, n_steps: 50, elapsed: 00:00:00
Train:: ep: 2159, r: -8.665899911300741, n_steps: 50, elapsed: 00:00:01
Train:: ep: 2160, r: -11.435444999142463, n_steps: 50, elapsed: 00:00:01
Train:: ep: 2161, r: -14.197126128942402, n_steps: 50, elapsed: 00:00:01
Train:: ep: 2162, r: -10.883530666014467, n_steps: 50, elapsed: 00:00:01
Train:: ep: 2163, r: -12.911323578600475, n_steps: 50, elapsed: 00:00:01
Train:: ep: 2164, r: -5.485389340297555, n_steps: 50, elapsed: 00:00:01
Train:: ep: 2165, r: -10.65373153176311, n_steps: 50, elapsed: 00:00:01
Train:: ep: 2166, r: -10.247353196688712, n_steps: 50, elapsed: 00:00:01
Train:: ep: 2167, r: -8.579457356299486, n_steps: 50, elapsed: 00:00:01
Train:: ep: 2168, r: -16.04777964876967, n_steps: 50, elapsed: 00:00:01
Train:: ep: 2169, r: -11.758584701969646, n_steps: 50, elapsed: 00:00:01
Train:: ep: 2170, r: -8.88992617023593, n_steps: 50, elapsed: 00:00:01
Train:: ep: 2171, r: -5.22303474832521, n_steps: 50, elapsed: 00:00:01
Train:: ep: 2172, r: -11.369778577979117, n_steps: 50, elapsed: 00:00:01
Train:: ep: 2173, r: -8.796082443461394, n_steps: 50, elapsed: 00:00:01
Train:: ep: 2174, r: -10.37977916107835, n_steps: 50, elapsed: 00:00:01
Train:: ep: 2175, r: -12.222106117370961, n_steps: 50, elapsed: 00:00:01
Train:: ep: 2176, r: -10.969548088341162, n_steps: 50, elapsed: 00:00:01
Train:: ep: 2177, r: -17.132959438533057, n_steps: 50, elapsed: 00:00:01
Train:: ep: 2178, r: -8.784575354603025, n_steps: 50, elapsed: 00:00:01
Train:: ep: 2179, r: -15.706192957346797, n_steps: 50, elapsed: 00:00:01
Train:: ep: 2180, r: -7.570376025416689, n_steps: 50, elapsed: 00:00:01
Train:: ep: 2181, r: -16.095581609052417, n_steps: 50, elapsed: 00:00:01
Train:: ep: 2182, r: -17.2956558175462, n_steps: 50, elapsed: 00:00:01
Train:: ep: 2183, r: -10.108270841378904, n_steps: 50, elapsed: 00:00:01
Train:: ep: 2184, r: -8.817224970049182, n_steps: 50, elapsed: 00:00:01
Train:: ep: 2185, r: -12.874277131423908, n_steps: 50, elapsed: 00:00:01
Train:: ep: 2186, r: -14.49950548455228, n_steps: 50, elapsed: 00:00:01
Train:: ep: 2187, r: -8.338001245054778, n_steps: 50, elapsed: 00:00:01
Train:: ep: 2188, r: -8.928416036260446, n_steps: 50, elapsed: 00:00:01
Train:: ep: 2189, r: -12.63452757140266, n_steps: 50, elapsed: 00:00:01
Train:: ep: 2190, r: -12.86260500138688, n_steps: 50, elapsed: 00:00:01
Train:: ep: 2191, r: -5.101451088613437, n_steps: 50, elapsed: 00:00:01
Train:: ep: 2192, r: -8.63236189441197, n_steps: 50, elapsed: 00:00:01
Train:: ep: 2193, r: -7.598380908101578, n_steps: 50, elapsed: 00:00:01
Train:: ep: 2194, r: -12.34105084004692, n_steps: 50, elapsed: 00:00:01
Train:: ep: 2195, r: -12.320036767089167, n_steps: 50, elapsed: 00:00:01
Train:: ep: 2196, r: -4.9752341639081905, n_steps: 50, elapsed: 00:00:01
Train:: ep: 2197, r: -9.877415992750809, n_steps: 50, elapsed: 00:00:01
Train:: ep: 2198, r: -8.280456941211286, n_steps: 50, elapsed: 00:00:01
Train:: ep: 2199, r: -16.237822797400614, n_steps: 50, elapsed: 00:00:01
Train:: ep: 2200, r: -11.36021315043688, n_steps: 50, elapsed: 00:00:01
Train:: ep: 2201, r: -10.065764679163188, n_steps: 50, elapsed: 00:00:01
Train:: ep: 2202, r: -8.154575568670078, n_steps: 50, elapsed: 00:00:01
Train:: ep: 2203, r: -8.652048608971592, n_steps: 50, elapsed: 00:00:01
Train:: ep: 2204, r: -4.556695114444988, n_steps: 50, elapsed: 00:00:01
Train:: ep: 2205, r: -11.36576763009041, n_steps: 50, elapsed: 00:00:01
Train:: ep: 2206, r: -6.328282237929289, n_steps: 50, elapsed: 00:00:01
Train:: ep: 2207, r: -15.017868619812733, n_steps: 50, elapsed: 00:00:01
Train:: ep: 2208, r: -4.826081431350257, n_steps: 50, elapsed: 00:00:01
Train:: ep: 2209, r: -12.921693037838542, n_steps: 50, elapsed: 00:00:01
Train:: ep: 2210, r: -8.643146385910752, n_steps: 50, elapsed: 00:00:01
Train:: ep: 2211, r: -13.653543437850047, n_steps: 50, elapsed: 00:00:01
Train:: ep: 2212, r: -13.026796057142297, n_steps: 50, elapsed: 00:00:01
Train:: ep: 2213, r: -6.110324869085668, n_steps: 50, elapsed: 00:00:01
Train:: ep: 2214, r: -12.158266300956916, n_steps: 50, elapsed: 00:00:01
Train:: ep: 2215, r: -9.955938643804677, n_steps: 50, elapsed: 00:00:01
Train:: ep: 2216, r: -12.384717575933822, n_steps: 50, elapsed: 00:00:01
Train:: ep: 2217, r: -12.119987274402487, n_steps: 50, elapsed: 00:00:01
Train:: ep: 2218, r: -18.02491182194168, n_steps: 50, elapsed: 00:00:01
Train:: ep: 2219, r: -12.89234559591777, n_steps: 50, elapsed: 00:00:01
Train:: ep: 2220, r: -11.248092160220956, n_steps: 50, elapsed: 00:00:01
Train:: ep: 2221, r: -3.5232641923645898, n_steps: 50, elapsed: 00:00:01
Train:: ep: 2222, r: -11.844864883799097, n_steps: 50, elapsed: 00:00:01
Train:: ep: 2223, r: -5.737041201576883, n_steps: 50, elapsed: 00:00:01
Train:: ep: 2224, r: -6.900380830050008, n_steps: 50, elapsed: 00:00:01
Train:: ep: 2225, r: -7.485545322292339, n_steps: 50, elapsed: 00:00:01
Train:: ep: 2226, r: -16.98273710980875, n_steps: 50, elapsed: 00:00:01
Train:: ep: 2227, r: -4.535663760834823, n_steps: 50, elapsed: 00:00:01
Train:: ep: 2228, r: -12.331491404352226, n_steps: 50, elapsed: 00:00:01
Train:: ep: 2229, r: -11.593995348305373, n_steps: 50, elapsed: 00:00:01
Train:: ep: 2230, r: -4.776178841716778, n_steps: 50, elapsed: 00:00:01
Train:: ep: 2231, r: -9.020979414317969, n_steps: 50, elapsed: 00:00:01
Train:: ep: 2232, r: -9.276221016000079, n_steps: 50, elapsed: 00:00:01
Train:: ep: 2233, r: -9.807389089737816, n_steps: 50, elapsed: 00:00:01
Train:: ep: 2234, r: -7.885424466003538, n_steps: 50, elapsed: 00:00:01
Train:: ep: 2235, r: -6.342306470074995, n_steps: 50, elapsed: 00:00:01
Train:: ep: 2236, r: -10.38079238817366, n_steps: 50, elapsed: 00:00:01
Train:: ep: 2237, r: -10.650489300340993, n_steps: 50, elapsed: 00:00:01
Train:: ep: 2238, r: -8.355551702055099, n_steps: 50, elapsed: 00:00:01
Train:: ep: 2239, r: -12.23600363606395, n_steps: 50, elapsed: 00:00:01
Train:: ep: 2240, r: -13.935465154993738, n_steps: 50, elapsed: 00:00:01
Train:: ep: 2241, r: -11.844251621760336, n_steps: 50, elapsed: 00:00:01
Train:: ep: 2242, r: -9.790649104150022, n_steps: 50, elapsed: 00:00:01
Train:: ep: 2243, r: -14.423929211849604, n_steps: 50, elapsed: 00:00:01
Train:: ep: 2244, r: -10.377646929821664, n_steps: 50, elapsed: 00:00:01
Train:: ep: 2245, r: -5.591998854979463, n_steps: 50, elapsed: 00:00:01
Train:: ep: 2246, r: -3.636727804421804, n_steps: 50, elapsed: 00:00:01
Train:: ep: 2247, r: -8.231555486603336, n_steps: 50, elapsed: 00:00:01
Train:: ep: 2248, r: -6.262328536157959, n_steps: 50, elapsed: 00:00:01
Train:: ep: 2249, r: -7.767668370743878, n_steps: 50, elapsed: 00:00:01
Train:: ep: 2250, r: -4.718373186673094, n_steps: 50, elapsed: 00:00:01
Train:: ep: 2251, r: -13.887269753950518, n_steps: 50, elapsed: 00:00:01
Train:: ep: 2252, r: -12.091977738801756, n_steps: 50, elapsed: 00:00:01
Train:: ep: 2253, r: -5.513821309896988, n_steps: 50, elapsed: 00:00:01
Train:: ep: 2254, r: -6.019295369167862, n_steps: 50, elapsed: 00:00:01
Train:: ep: 2255, r: -7.694934937491053, n_steps: 50, elapsed: 00:00:01
Train:: ep: 2256, r: -11.4784803056472, n_steps: 50, elapsed: 00:00:01
Train:: ep: 2257, r: -9.031502303637787, n_steps: 50, elapsed: 00:00:01
Train:: ep: 2258, r: -10.787990940194495, n_steps: 50, elapsed: 00:00:01
Train:: ep: 2259, r: -18.85731802187129, n_steps: 50, elapsed: 00:00:01
Train:: ep: 2260, r: -11.744227368185015, n_steps: 50, elapsed: 00:00:01
Train:: ep: 2261, r: -9.26514541738603, n_steps: 50, elapsed: 00:00:01
Train:: ep: 2262, r: -3.414985040505851, n_steps: 50, elapsed: 00:00:01
Train:: ep: 2263, r: -4.23306098686004, n_steps: 50, elapsed: 00:00:01
Train:: ep: 2264, r: -8.114522326448524, n_steps: 50, elapsed: 00:00:01
Train:: ep: 2265, r: -9.193684634470777, n_steps: 50, elapsed: 00:00:01
Train:: ep: 2266, r: -7.836376008603292, n_steps: 50, elapsed: 00:00:01
Train:: ep: 2267, r: -16.34372470472413, n_steps: 50, elapsed: 00:00:01
Train:: ep: 2268, r: -9.842909850975488, n_steps: 50, elapsed: 00:00:01
Train:: ep: 2269, r: -6.238581482536089, n_steps: 50, elapsed: 00:00:01
Train:: ep: 2270, r: -8.089502131500108, n_steps: 50, elapsed: 00:00:01
Train:: ep: 2271, r: -8.021334148824186, n_steps: 50, elapsed: 00:00:01
Train:: ep: 2272, r: -10.388158377169722, n_steps: 50, elapsed: 00:00:01
Train:: ep: 2273, r: -10.911454987628755, n_steps: 50, elapsed: 00:00:01
Train:: ep: 2274, r: -11.010379439819198, n_steps: 50, elapsed: 00:00:01
Train:: ep: 2275, r: -6.412672102039512, n_steps: 50, elapsed: 00:00:01
Train:: ep: 2276, r: -4.3051814700749045, n_steps: 50, elapsed: 00:00:01
Train:: ep: 2277, r: -19.441082169547723, n_steps: 50, elapsed: 00:00:01
Train:: ep: 2278, r: -13.239936759488774, n_steps: 50, elapsed: 00:00:01
Train:: ep: 2279, r: -7.914247544463145, n_steps: 50, elapsed: 00:00:01
Train:: ep: 2280, r: -12.488382391827633, n_steps: 50, elapsed: 00:00:01
Train:: ep: 2281, r: -10.24322821875894, n_steps: 50, elapsed: 00:00:01
Train:: ep: 2282, r: -12.293002580286947, n_steps: 50, elapsed: 00:00:01
Train:: ep: 2283, r: -11.444291388510988, n_steps: 50, elapsed: 00:00:01
Train:: ep: 2284, r: -12.018640787428234, n_steps: 50, elapsed: 00:00:01
Train:: ep: 2285, r: -6.470471483818151, n_steps: 50, elapsed: 00:00:01
Train:: ep: 2286, r: -7.003814724547633, n_steps: 50, elapsed: 00:00:01
Train:: ep: 2287, r: -13.559600273073768, n_steps: 50, elapsed: 00:00:01
Train:: ep: 2288, r: -16.992128186378025, n_steps: 50, elapsed: 00:00:01
Train:: ep: 2289, r: -10.137870109864197, n_steps: 50, elapsed: 00:00:01
Train:: ep: 2290, r: -4.5347302441224615, n_steps: 50, elapsed: 00:00:01
Train:: ep: 2291, r: -9.196309066681536, n_steps: 50, elapsed: 00:00:01
Train:: ep: 2292, r: -4.7065925307488135, n_steps: 50, elapsed: 00:00:01
Train:: ep: 2293, r: -7.964674567013893, n_steps: 50, elapsed: 00:00:01
Train:: ep: 2294, r: -13.284076331872232, n_steps: 50, elapsed: 00:00:01
Train:: ep: 2295, r: -10.66039626005421, n_steps: 50, elapsed: 00:00:01
Train:: ep: 2296, r: -15.64099645083639, n_steps: 50, elapsed: 00:00:01
Train:: ep: 2297, r: -4.3788112290375825, n_steps: 50, elapsed: 00:00:01
Train:: ep: 2298, r: -9.050168300018754, n_steps: 50, elapsed: 00:00:01
Train:: ep: 2299, r: -9.820015147497333, n_steps: 50, elapsed: 00:00:01
Train:: ep: 2300, r: -7.578893215777675, n_steps: 50, elapsed: 00:00:01
Train:: ep: 2301, r: -12.022803465359642, n_steps: 50, elapsed: 00:00:01
Train:: ep: 2302, r: -13.671547758573222, n_steps: 50, elapsed: 00:00:01
Train:: ep: 2303, r: -11.88524193838173, n_steps: 50, elapsed: 00:00:01
Train:: ep: 2304, r: -14.589036396356605, n_steps: 50, elapsed: 00:00:01
Train:: ep: 2305, r: -13.812088176756609, n_steps: 50, elapsed: 00:00:01
Train:: ep: 2306, r: -10.558890243768314, n_steps: 50, elapsed: 00:00:01
Train:: ep: 2307, r: -16.469053920512476, n_steps: 50, elapsed: 00:00:01
Train:: ep: 2308, r: -15.215239370549737, n_steps: 50, elapsed: 00:00:01
Train:: ep: 2309, r: -13.793694400898355, n_steps: 50, elapsed: 00:00:01
Train:: ep: 2310, r: -8.481771535008312, n_steps: 50, elapsed: 00:00:01
Train:: ep: 2311, r: -9.796709788915056, n_steps: 50, elapsed: 00:00:01
Train:: ep: 2312, r: -17.089169964952102, n_steps: 50, elapsed: 00:00:01
Train:: ep: 2313, r: -13.245318353316225, n_steps: 50, elapsed: 00:00:01
Train:: ep: 2314, r: -13.928542798169445, n_steps: 50, elapsed: 00:00:01
Train:: ep: 2315, r: -9.74885938408275, n_steps: 50, elapsed: 00:00:01
Train:: ep: 2316, r: -18.432715818141745, n_steps: 50, elapsed: 00:00:01
Train:: ep: 2317, r: -7.023873898238823, n_steps: 50, elapsed: 00:00:01
Train:: ep: 2318, r: -10.02357716564213, n_steps: 50, elapsed: 00:00:01
Train:: ep: 2319, r: -15.611243900734609, n_steps: 50, elapsed: 00:00:01
Train:: ep: 2320, r: -9.517772571364345, n_steps: 50, elapsed: 00:00:01
Train:: ep: 2321, r: -11.133197291416769, n_steps: 50, elapsed: 00:00:01
Train:: ep: 2322, r: -7.190403550343913, n_steps: 50, elapsed: 00:00:01
Train:: ep: 2323, r: -4.763775986061052, n_steps: 50, elapsed: 00:00:01
Train:: ep: 2324, r: -16.830277892827002, n_steps: 50, elapsed: 00:00:01
Train:: ep: 2325, r: -13.951653144352726, n_steps: 50, elapsed: 00:00:01
Train:: ep: 2326, r: -8.552381964172103, n_steps: 50, elapsed: 00:00:01
Train:: ep: 2327, r: -19.144898786907817, n_steps: 50, elapsed: 00:00:01
Train:: ep: 2328, r: -21.0520871631122, n_steps: 50, elapsed: 00:00:01
Train:: ep: 2329, r: -15.865167145771135, n_steps: 50, elapsed: 00:00:01
Train:: ep: 2330, r: -10.082499810075278, n_steps: 50, elapsed: 00:00:01
Train:: ep: 2331, r: -4.1782638007804636, n_steps: 50, elapsed: 00:00:01
Train:: ep: 2332, r: -4.658214100638009, n_steps: 50, elapsed: 00:00:01
Train:: ep: 2333, r: -4.562058695748516, n_steps: 50, elapsed: 00:00:01
Train:: ep: 2334, r: -13.015265618109037, n_steps: 50, elapsed: 00:00:01
Train:: ep: 2335, r: -10.26919099922946, n_steps: 50, elapsed: 00:00:01
Train:: ep: 2336, r: -6.168249080470008, n_steps: 50, elapsed: 00:00:01
Train:: ep: 2337, r: -3.5699865448963846, n_steps: 50, elapsed: 00:00:01
Train:: ep: 2338, r: -9.83743376349596, n_steps: 50, elapsed: 00:00:01
Train:: ep: 2339, r: -17.44759502093097, n_steps: 50, elapsed: 00:00:01
Train:: ep: 2340, r: -11.289337551876509, n_steps: 50, elapsed: 00:00:01
Train:: ep: 2341, r: -5.988246380374045, n_steps: 50, elapsed: 00:00:01
Train:: ep: 2342, r: -8.355011010704873, n_steps: 50, elapsed: 00:00:01
Train:: ep: 2343, r: -12.946325530079246, n_steps: 50, elapsed: 00:00:01
Train:: ep: 2344, r: -5.460322959483026, n_steps: 50, elapsed: 00:00:01
Train:: ep: 2345, r: -6.173251399783754, n_steps: 50, elapsed: 00:00:01
Train:: ep: 2346, r: -15.543131449103397, n_steps: 50, elapsed: 00:00:01
Train:: ep: 2347, r: -10.479939960704487, n_steps: 50, elapsed: 00:00:01
Train:: ep: 2348, r: -11.268051336602676, n_steps: 50, elapsed: 00:00:01
Train:: ep: 2349, r: -10.959532823623377, n_steps: 50, elapsed: 00:00:01
Train:: ep: 2350, r: -15.526607269166952, n_steps: 50, elapsed: 00:00:01
Train:: ep: 2351, r: -12.606646440912261, n_steps: 50, elapsed: 00:00:01
Train:: ep: 2352, r: -15.42095829777805, n_steps: 50, elapsed: 00:00:01
Train:: ep: 2353, r: -8.988259726585753, n_steps: 50, elapsed: 00:00:01
Train:: ep: 2354, r: -15.026418424627828, n_steps: 50, elapsed: 00:00:01
Train:: ep: 2355, r: -10.295380712798952, n_steps: 50, elapsed: 00:00:01
Train:: ep: 2356, r: -11.91997706719741, n_steps: 50, elapsed: 00:00:01
Train:: ep: 2357, r: -4.787165921560589, n_steps: 50, elapsed: 00:00:01
Train:: ep: 2358, r: -5.438768145277507, n_steps: 50, elapsed: 00:00:01
Train:: ep: 2359, r: -13.115135722652614, n_steps: 50, elapsed: 00:00:01
Train:: ep: 2360, r: -6.34081852242231, n_steps: 50, elapsed: 00:00:01
Train:: ep: 2361, r: -10.765076782488517, n_steps: 50, elapsed: 00:00:01
Train:: ep: 2362, r: -6.999911922845938, n_steps: 50, elapsed: 00:00:01
Train:: ep: 2363, r: -9.33559259394518, n_steps: 50, elapsed: 00:00:01
Train:: ep: 2364, r: -11.805353710054531, n_steps: 50, elapsed: 00:00:01
Train:: ep: 2365, r: -19.43548747234468, n_steps: 50, elapsed: 00:00:01
Train:: ep: 2366, r: -18.8002710736761, n_steps: 50, elapsed: 00:00:01
Train:: ep: 2367, r: -15.796198687658645, n_steps: 50, elapsed: 00:00:01
Train:: ep: 2368, r: -4.672824304954913, n_steps: 50, elapsed: 00:00:01
Train:: ep: 2369, r: -14.080484228950828, n_steps: 50, elapsed: 00:00:01
Train:: ep: 2370, r: -3.4791730469491884, n_steps: 50, elapsed: 00:00:01
Train:: ep: 2371, r: -10.363474750180993, n_steps: 50, elapsed: 00:00:01
Train:: ep: 2372, r: -12.419848320194813, n_steps: 50, elapsed: 00:00:01
Train:: ep: 2373, r: -15.58730006655041, n_steps: 50, elapsed: 00:00:01
Train:: ep: 2374, r: -11.636464157785035, n_steps: 50, elapsed: 00:00:01
Train:: ep: 2375, r: -15.95627256674755, n_steps: 50, elapsed: 00:00:01
Train:: ep: 2376, r: -7.159193194700677, n_steps: 50, elapsed: 00:00:01
Train:: ep: 2377, r: -3.4614153997781387, n_steps: 50, elapsed: 00:00:01
Train:: ep: 2378, r: -12.536520957705008, n_steps: 50, elapsed: 00:00:01
Train:: ep: 2379, r: -17.816395286608476, n_steps: 50, elapsed: 00:00:01
Train:: ep: 2380, r: -8.376737258528019, n_steps: 50, elapsed: 00:00:01
Train:: ep: 2381, r: -11.471233379910712, n_steps: 50, elapsed: 00:00:01
Train:: ep: 2382, r: -8.821883178584624, n_steps: 50, elapsed: 00:00:01
Train:: ep: 2383, r: -12.584597442235246, n_steps: 50, elapsed: 00:00:01
Train:: ep: 2384, r: -14.259702532111206, n_steps: 50, elapsed: 00:00:01
Train:: ep: 2385, r: -3.758092689626489, n_steps: 50, elapsed: 00:00:01
Train:: ep: 2386, r: -10.254054773702768, n_steps: 50, elapsed: 00:00:01
Train:: ep: 2387, r: -3.7076802904395105, n_steps: 50, elapsed: 00:00:01
Train:: ep: 2388, r: -4.08792387476455, n_steps: 50, elapsed: 00:00:01
Train:: ep: 2389, r: -7.9643805370728895, n_steps: 50, elapsed: 00:00:01
Train:: ep: 2390, r: -16.55280819868483, n_steps: 50, elapsed: 00:00:01
Train:: ep: 2391, r: -7.855546893345063, n_steps: 50, elapsed: 00:00:01
Train:: ep: 2392, r: -6.718978843777775, n_steps: 50, elapsed: 00:00:01
Train:: ep: 2393, r: -13.811122172928954, n_steps: 50, elapsed: 00:00:01
Train:: ep: 2394, r: -15.960605637307792, n_steps: 50, elapsed: 00:00:01
Train:: ep: 2395, r: -10.019121628610687, n_steps: 50, elapsed: 00:00:01
Train:: ep: 2396, r: -8.003593508782563, n_steps: 50, elapsed: 00:00:01
Train:: ep: 2397, r: -19.336744228645273, n_steps: 50, elapsed: 00:00:01
Train:: ep: 2398, r: -5.190326892417069, n_steps: 50, elapsed: 00:00:01
Train:: ep: 2399, r: -8.270473971914138, n_steps: 50, elapsed: 00:00:01
Train:: ep: 2400, r: -8.387127532187865, n_steps: 50, elapsed: 00:00:01
Train:: ep: 2401, r: -8.677394688244867, n_steps: 50, elapsed: 00:00:01
Train:: ep: 2402, r: -10.447069364418308, n_steps: 50, elapsed: 00:00:01
Train:: ep: 2403, r: -15.341825019412529, n_steps: 50, elapsed: 00:00:01
Train:: ep: 2404, r: -8.08558103555833, n_steps: 50, elapsed: 00:00:01
Train:: ep: 2405, r: -18.278691940864913, n_steps: 50, elapsed: 00:00:01
Train:: ep: 2406, r: -11.172863419504576, n_steps: 50, elapsed: 00:00:01
Train:: ep: 2407, r: -5.840906198418019, n_steps: 50, elapsed: 00:00:01
Train:: ep: 2408, r: -10.67535228026731, n_steps: 50, elapsed: 00:00:01
Train:: ep: 2409, r: -17.29909738804014, n_steps: 50, elapsed: 00:00:01
Train:: ep: 2410, r: -14.584277907418496, n_steps: 50, elapsed: 00:00:01
Train:: ep: 2411, r: -18.41712098394193, n_steps: 50, elapsed: 00:00:01
Train:: ep: 2412, r: -9.261044065871072, n_steps: 50, elapsed: 00:00:01
Train:: ep: 2413, r: -9.506698958656388, n_steps: 50, elapsed: 00:00:01
Train:: ep: 2414, r: -19.936863769483345, n_steps: 50, elapsed: 00:00:01
Train:: ep: 2415, r: -4.745634239190506, n_steps: 50, elapsed: 00:00:01
Train:: ep: 2416, r: -13.297789730369397, n_steps: 50, elapsed: 00:00:01
Train:: ep: 2417, r: -10.548843163904799, n_steps: 50, elapsed: 00:00:01
Train:: ep: 2418, r: -15.805349386780076, n_steps: 50, elapsed: 00:00:01
Train:: ep: 2419, r: -3.141789701422164, n_steps: 50, elapsed: 00:00:01
Train:: ep: 2420, r: -3.98965835674563, n_steps: 50, elapsed: 00:00:01
Train:: ep: 2421, r: -15.305734412024114, n_steps: 50, elapsed: 00:00:01
Train:: ep: 2422, r: -6.972475199417986, n_steps: 50, elapsed: 00:00:01
Train:: ep: 2423, r: -4.947910668305059, n_steps: 50, elapsed: 00:00:01
Train:: ep: 2424, r: -4.604145679502488, n_steps: 50, elapsed: 00:00:01
Train:: ep: 2425, r: -11.346011983499542, n_steps: 50, elapsed: 00:00:01
Train:: ep: 2426, r: -21.27257951254656, n_steps: 50, elapsed: 00:00:01
Train:: ep: 2427, r: -6.311640742289578, n_steps: 50, elapsed: 00:00:01
Train:: ep: 2428, r: -7.524993748506645, n_steps: 50, elapsed: 00:00:01
Train:: ep: 2429, r: -9.984996964188495, n_steps: 50, elapsed: 00:00:01
Train:: ep: 2430, r: -12.301003426490967, n_steps: 50, elapsed: 00:00:01
Train:: ep: 2431, r: -18.782189348485606, n_steps: 50, elapsed: 00:00:01
Train:: ep: 2432, r: -13.635335798831653, n_steps: 50, elapsed: 00:00:01
Train:: ep: 2433, r: -6.164989302616232, n_steps: 50, elapsed: 00:00:01
Train:: ep: 2434, r: -7.673636633807393, n_steps: 50, elapsed: 00:00:01
Train:: ep: 2435, r: -21.205420299435524, n_steps: 50, elapsed: 00:00:01
Train:: ep: 2436, r: -10.538698616578122, n_steps: 50, elapsed: 00:00:01
Train:: ep: 2437, r: -7.0618879641415155, n_steps: 50, elapsed: 00:00:01
Train:: ep: 2438, r: -13.872189337498941, n_steps: 50, elapsed: 00:00:01
Train:: ep: 2439, r: -13.088679479707537, n_steps: 50, elapsed: 00:00:01
Train:: ep: 2440, r: -17.44357636962141, n_steps: 50, elapsed: 00:00:01
Train:: ep: 2441, r: -8.444670242047723, n_steps: 50, elapsed: 00:00:01
Train:: ep: 2442, r: -9.102200393920452, n_steps: 50, elapsed: 00:00:01
Train:: ep: 2443, r: -19.675727755487124, n_steps: 50, elapsed: 00:00:01
Train:: ep: 2444, r: -8.814622279399966, n_steps: 50, elapsed: 00:00:01
Train:: ep: 2445, r: -9.903021604888796, n_steps: 50, elapsed: 00:00:01
Train:: ep: 2446, r: -9.428003719810476, n_steps: 50, elapsed: 00:00:01
Train:: ep: 2447, r: -10.466724188973357, n_steps: 50, elapsed: 00:00:01
Train:: ep: 2448, r: -7.029206963200774, n_steps: 50, elapsed: 00:00:01
Train:: ep: 2449, r: -11.54426806389082, n_steps: 50, elapsed: 00:00:01
Train:: ep: 2450, r: -7.16661438550477, n_steps: 50, elapsed: 00:00:01
Train:: ep: 2451, r: -10.58452528639856, n_steps: 50, elapsed: 00:00:01
Train:: ep: 2452, r: -8.632989057594608, n_steps: 50, elapsed: 00:00:01
Train:: ep: 2453, r: -8.750592579728263, n_steps: 50, elapsed: 00:00:01
Train:: ep: 2454, r: -9.301824082819731, n_steps: 50, elapsed: 00:00:01
Train:: ep: 2455, r: -8.911190446446344, n_steps: 50, elapsed: 00:00:01
Train:: ep: 2456, r: -8.856184713908249, n_steps: 50, elapsed: 00:00:01
Train:: ep: 2457, r: -7.333771034063031, n_steps: 50, elapsed: 00:00:01
Train:: ep: 2458, r: -12.320276249382031, n_steps: 50, elapsed: 00:00:01
Train:: ep: 2459, r: -12.690090994585328, n_steps: 50, elapsed: 00:00:01
Train:: ep: 2460, r: -10.534568243628598, n_steps: 50, elapsed: 00:00:01
Train:: ep: 2461, r: -5.912820777740577, n_steps: 50, elapsed: 00:00:01
Train:: ep: 2462, r: -9.388989706314824, n_steps: 50, elapsed: 00:00:01
Train:: ep: 2463, r: -7.548159321608032, n_steps: 50, elapsed: 00:00:01
Train:: ep: 2464, r: -9.495827253774955, n_steps: 50, elapsed: 00:00:01
Train:: ep: 2465, r: -9.16680674544712, n_steps: 50, elapsed: 00:00:01
Train:: ep: 2466, r: -12.622106764203501, n_steps: 50, elapsed: 00:00:01
Train:: ep: 2467, r: -2.887615472943272, n_steps: 50, elapsed: 00:00:01
Train:: ep: 2468, r: -8.219449257722111, n_steps: 50, elapsed: 00:00:01
Train:: ep: 2469, r: -16.62904122158355, n_steps: 50, elapsed: 00:00:01
Train:: ep: 2470, r: -7.123568947199335, n_steps: 50, elapsed: 00:00:01
Train:: ep: 2471, r: -14.880091923248706, n_steps: 50, elapsed: 00:00:01
Train:: ep: 2472, r: -7.101889740890537, n_steps: 50, elapsed: 00:00:01
Train:: ep: 2473, r: -11.451796386888518, n_steps: 50, elapsed: 00:00:01
Train:: ep: 2474, r: -15.68213439836929, n_steps: 50, elapsed: 00:00:01
Train:: ep: 2475, r: -4.053179635734031, n_steps: 50, elapsed: 00:00:01
Train:: ep: 2476, r: -6.13855955098721, n_steps: 50, elapsed: 00:00:01
Train:: ep: 2477, r: -8.080149258911957, n_steps: 50, elapsed: 00:00:01
Train:: ep: 2478, r: -10.39735964682076, n_steps: 50, elapsed: 00:00:01
Train:: ep: 2479, r: -9.506629834981076, n_steps: 50, elapsed: 00:00:01
Train:: ep: 2480, r: -14.062017401208776, n_steps: 50, elapsed: 00:00:01
Train:: ep: 2481, r: -11.045510257363656, n_steps: 50, elapsed: 00:00:01
Train:: ep: 2482, r: -6.323715324017683, n_steps: 50, elapsed: 00:00:01
Train:: ep: 2483, r: -16.546833054016012, n_steps: 50, elapsed: 00:00:01
Train:: ep: 2484, r: -10.962312805088693, n_steps: 50, elapsed: 00:00:01
