Agent setting:  OrderedDict([('actor_critic_dim', 128), ('n_hidden', 1), ('pi_lr', 0.001), ('qf_vf_lr', 1e-05), ('sample_for_eval', False), ('use_true_q', False), ('entropy_scale', 0.01), ('l_param', 6), ('N_param', 64), ('optim_type', 'wis'), ('q_update_type', 'sac'), ('use_replay', True), ('use_target', False), ('batch_size', 32), ('use_hard_policy', False), ('use_hard_value', False), ('n_action_points', 128)])
Num. Integration points: 187
Start run at: 2020-10-13 01:35:04.242476

=== EVAL :: ep: 0, r: 1.076507878114432, n_steps: 1000, elapsed: 00:00:02
Train:: ep: 319, r: -6.406217130862533, n_steps: 1000, elapsed: 00:00:38
Train:: ep: 320, r: 19.13049406782572, n_steps: 1000, elapsed: 00:00:38
Train:: ep: 321, r: 26.691973110380655, n_steps: 1000, elapsed: 00:00:37
Train:: ep: 322, r: 14.719864324811919, n_steps: 1000, elapsed: 00:00:37
Train:: ep: 323, r: -5.471375093270202, n_steps: 1000, elapsed: 00:00:37
Train:: ep: 324, r: 29.00789277798527, n_steps: 1000, elapsed: 00:00:38
Train:: ep: 325, r: 25.33020984540487, n_steps: 1000, elapsed: 00:00:38
Train:: ep: 326, r: 29.543453525534147, n_steps: 1000, elapsed: 00:00:38
Train:: ep: 327, r: 19.517971659504706, n_steps: 1000, elapsed: 00:00:38
Train:: ep: 328, r: -24.54199812396328, n_steps: 1000, elapsed: 00:00:38
Train:: ep: 329, r: 43.97417209773741, n_steps: 1000, elapsed: 00:00:38
Train:: ep: 330, r: 44.62646542576075, n_steps: 1000, elapsed: 00:00:38
Train:: ep: 331, r: 38.14570547096847, n_steps: 1000, elapsed: 00:00:38
Train:: ep: 332, r: 47.356269266421776, n_steps: 1000, elapsed: 00:00:38
Train:: ep: 333, r: 43.75319559530079, n_steps: 1000, elapsed: 00:00:38
Train:: ep: 334, r: 37.4534685419522, n_steps: 1000, elapsed: 00:00:38
Train:: ep: 335, r: 46.76704557936578, n_steps: 1000, elapsed: 00:00:38
Train:: ep: 336, r: 44.833952475561965, n_steps: 1000, elapsed: 00:00:38
Train:: ep: 337, r: 34.03676482036327, n_steps: 1000, elapsed: 00:00:38
Train:: ep: 338, r: 36.742111575967954, n_steps: 1000, elapsed: 00:00:38
Train:: ep: 339, r: 34.01462630276776, n_steps: 1000, elapsed: 00:00:38
Train:: ep: 340, r: 29.053452774939416, n_steps: 1000, elapsed: 00:00:38
Train:: ep: 341, r: 44.6766702183431, n_steps: 1000, elapsed: 00:00:38
Train:: ep: 342, r: 31.308788053210762, n_steps: 1000, elapsed: 00:00:38
Train:: ep: 343, r: 50.198813197516664, n_steps: 1000, elapsed: 00:00:38
Train:: ep: 344, r: 42.3835009564847, n_steps: 1000, elapsed: 00:00:38
Train:: ep: 345, r: 56.57345293986401, n_steps: 1000, elapsed: 00:00:38
Train:: ep: 346, r: 51.45562468176609, n_steps: 1000, elapsed: 00:00:38
Train:: ep: 347, r: 55.17364449205249, n_steps: 1000, elapsed: 00:00:38
Train:: ep: 348, r: 70.39498055700533, n_steps: 1000, elapsed: 00:00:38
Train:: ep: 349, r: 26.056292342549856, n_steps: 1000, elapsed: 00:00:38
Train:: ep: 350, r: 52.02923522591369, n_steps: 1000, elapsed: 00:00:38
Train:: ep: 351, r: 49.63520874205517, n_steps: 1000, elapsed: 00:00:38
Train:: ep: 352, r: 54.46050784020934, n_steps: 1000, elapsed: 00:00:38
Train:: ep: 353, r: 62.47228422025464, n_steps: 1000, elapsed: 00:00:38
Train:: ep: 354, r: 63.41390463920977, n_steps: 1000, elapsed: 00:00:38
Train:: ep: 355, r: 59.285080030973454, n_steps: 1000, elapsed: 00:00:38
Train:: ep: 356, r: 18.7679650491098, n_steps: 1000, elapsed: 00:00:38
Train:: ep: 357, r: 33.59406751555093, n_steps: 1000, elapsed: 00:00:38
Train:: ep: 358, r: 43.4748756201863, n_steps: 1000, elapsed: 00:00:38
Train:: ep: 359, r: -0.2991089443641355, n_steps: 1000, elapsed: 00:00:38
Train:: ep: 360, r: 35.50916615629642, n_steps: 1000, elapsed: 00:00:38
Train:: ep: 361, r: 53.834953558804514, n_steps: 1000, elapsed: 00:00:38
Train:: ep: 362, r: 40.03930367667828, n_steps: 1000, elapsed: 00:00:38
Train:: ep: 363, r: 22.57956251948698, n_steps: 1000, elapsed: 00:00:38
Train:: ep: 364, r: 22.647556348235494, n_steps: 1000, elapsed: 00:00:38
Train:: ep: 365, r: 44.07962507228205, n_steps: 1000, elapsed: 00:00:37
Train:: ep: 366, r: 51.47509672599629, n_steps: 1000, elapsed: 00:00:38
Train:: ep: 367, r: 36.94062889848964, n_steps: 1000, elapsed: 00:00:38
Train:: ep: 368, r: 18.029579092442933, n_steps: 1000, elapsed: 00:00:38
Train:: ep: 369, r: 13.536113175248762, n_steps: 1000, elapsed: 00:00:38
Train:: ep: 370, r: 3.8739763170015404, n_steps: 1000, elapsed: 00:00:38
Train:: ep: 371, r: 4.599876734568422, n_steps: 1000, elapsed: 00:00:38
Train:: ep: 372, r: 20.121832206391197, n_steps: 1000, elapsed: 00:00:38
Train:: ep: 373, r: -1.9466234646769658, n_steps: 1000, elapsed: 00:00:38
Train:: ep: 374, r: -1.1439924754069946, n_steps: 1000, elapsed: 00:00:38
Train:: ep: 375, r: 5.970332203936397, n_steps: 1000, elapsed: 00:00:38
Train:: ep: 376, r: -3.4424652042245354, n_steps: 1000, elapsed: 00:00:38
Train:: ep: 377, r: 5.965531372052233, n_steps: 1000, elapsed: 00:00:38
Train:: ep: 378, r: 16.64625938463956, n_steps: 1000, elapsed: 00:00:38
Train:: ep: 379, r: 32.16230650936491, n_steps: 1000, elapsed: 00:00:38
Train:: ep: 380, r: 45.85121942832815, n_steps: 1000, elapsed: 00:00:38
Train:: ep: 381, r: 66.82936122763944, n_steps: 1000, elapsed: 00:00:38
Train:: ep: 382, r: 72.59671834721328, n_steps: 1000, elapsed: 00:00:38
Train:: ep: 383, r: 75.47761540071028, n_steps: 1000, elapsed: 00:00:38
Train:: ep: 384, r: 85.43808143528356, n_steps: 1000, elapsed: 00:00:38
Train:: ep: 385, r: 74.87646332981004, n_steps: 1000, elapsed: 00:00:38
Train:: ep: 386, r: 98.32967264387635, n_steps: 1000, elapsed: 00:00:38
Train:: ep: 387, r: 81.23029670191889, n_steps: 1000, elapsed: 00:00:37
Train:: ep: 388, r: 77.05559857379224, n_steps: 1000, elapsed: 00:00:38
Train:: ep: 389, r: 77.11735957237643, n_steps: 1000, elapsed: 00:00:38
Train:: ep: 390, r: 71.79138079954073, n_steps: 1000, elapsed: 00:00:38
Train:: ep: 391, r: 70.32309435450829, n_steps: 1000, elapsed: 00:00:38
Train:: ep: 392, r: 77.98739942567761, n_steps: 1000, elapsed: 00:00:38
Train:: ep: 393, r: 96.25150325815382, n_steps: 1000, elapsed: 00:00:38
Train:: ep: 394, r: 105.2158428932778, n_steps: 1000, elapsed: 00:00:38
Train:: ep: 395, r: 92.17748598323209, n_steps: 1000, elapsed: 00:00:38
Train:: ep: 396, r: 123.73889154674532, n_steps: 1000, elapsed: 00:00:38
Train:: ep: 397, r: 122.80589745433375, n_steps: 1000, elapsed: 00:00:38
Train:: ep: 398, r: 121.49169661359063, n_steps: 1000, elapsed: 00:00:38
Train:: ep: 399, r: 94.06229856678908, n_steps: 1000, elapsed: 00:00:38
Train:: ep: 400, r: 117.44039686322368, n_steps: 1000, elapsed: 00:00:38
Train:: ep: 401, r: 141.96792707335803, n_steps: 1000, elapsed: 00:00:38
Train:: ep: 402, r: 124.75107201854851, n_steps: 1000, elapsed: 00:00:38
Train:: ep: 403, r: 137.94635743979245, n_steps: 1000, elapsed: 00:00:38
Train:: ep: 404, r: 58.351177977662, n_steps: 1000, elapsed: 00:00:38
Train:: ep: 405, r: 94.9294719849776, n_steps: 1000, elapsed: 00:00:38
Train:: ep: 406, r: 65.96777521871823, n_steps: 1000, elapsed: 00:00:38
Train:: ep: 407, r: 70.38615243418523, n_steps: 1000, elapsed: 00:00:38
Train:: ep: 408, r: 87.79093950675913, n_steps: 1000, elapsed: 00:00:38
Train:: ep: 409, r: 37.521125046686635, n_steps: 1000, elapsed: 00:00:38
Train:: ep: 410, r: 41.40568119352422, n_steps: 1000, elapsed: 00:00:38
Train:: ep: 411, r: 25.20250294782211, n_steps: 1000, elapsed: 00:00:38
Train:: ep: 412, r: 26.81876673432273, n_steps: 1000, elapsed: 00:00:38
Train:: ep: 413, r: 17.333521639227758, n_steps: 1000, elapsed: 00:00:38
Train:: ep: 414, r: 25.028032441603635, n_steps: 1000, elapsed: 00:00:38
Train:: ep: 415, r: 12.673215456016273, n_steps: 1000, elapsed: 00:00:38
Train:: ep: 416, r: 42.895838357846834, n_steps: 1000, elapsed: 00:00:38
Train:: ep: 417, r: 17.617257194044857, n_steps: 1000, elapsed: 00:00:37
Train:: ep: 418, r: 16.411465162619102, n_steps: 1000, elapsed: 00:00:37
Train:: ep: 419, r: 21.194382076935163, n_steps: 1000, elapsed: 00:00:38
Train:: ep: 420, r: 12.620371814238732, n_steps: 1000, elapsed: 00:00:38
Train:: ep: 421, r: 16.878296815446674, n_steps: 1000, elapsed: 00:00:38
Train:: ep: 422, r: 16.046158186412036, n_steps: 1000, elapsed: 00:00:38
Train:: ep: 423, r: 16.875018637570285, n_steps: 1000, elapsed: 00:00:38
Train:: ep: 424, r: 15.82345880829678, n_steps: 1000, elapsed: 00:00:38
Train:: ep: 425, r: 18.45195523960801, n_steps: 1000, elapsed: 00:00:37
Train:: ep: 426, r: 14.14514391537537, n_steps: 1000, elapsed: 00:00:37
Train:: ep: 427, r: 23.98221215142836, n_steps: 1000, elapsed: 00:00:38
Train:: ep: 428, r: 25.510496289492504, n_steps: 1000, elapsed: 00:00:38
Train:: ep: 429, r: 15.053307224868929, n_steps: 1000, elapsed: 00:00:38
Train:: ep: 430, r: 16.931910426196097, n_steps: 1000, elapsed: 00:00:38
Train:: ep: 431, r: 14.300947408201246, n_steps: 1000, elapsed: 00:00:38
Train:: ep: 432, r: 24.344421581261575, n_steps: 1000, elapsed: 00:00:38
Train:: ep: 433, r: 15.077138657521267, n_steps: 1000, elapsed: 00:00:38
Train:: ep: 434, r: 16.331539250800454, n_steps: 1000, elapsed: 00:00:38
Train:: ep: 435, r: 16.291419562324016, n_steps: 1000, elapsed: 00:00:38
Train:: ep: 436, r: 17.587706026681172, n_steps: 1000, elapsed: 00:00:38
Train:: ep: 437, r: 33.21811249653659, n_steps: 1000, elapsed: 00:00:38
Train:: ep: 438, r: 16.881752346125815, n_steps: 1000, elapsed: 00:00:37
Train:: ep: 439, r: 19.890884156360396, n_steps: 1000, elapsed: 00:00:37
Train:: ep: 440, r: 16.224989516759422, n_steps: 1000, elapsed: 00:00:37
Train:: ep: 441, r: 23.79984401608547, n_steps: 1000, elapsed: 00:00:37
Train:: ep: 442, r: 10.827923565973137, n_steps: 1000, elapsed: 00:00:38
Train:: ep: 443, r: 20.0450510776415, n_steps: 1000, elapsed: 00:00:37
Train:: ep: 444, r: 11.544565777231533, n_steps: 1000, elapsed: 00:00:36
Train:: ep: 445, r: 15.280462594810588, n_steps: 1000, elapsed: 00:00:38
Train:: ep: 446, r: -3.380126515489155, n_steps: 1000, elapsed: 00:00:38
Train:: ep: 447, r: -16.476508696596017, n_steps: 1000, elapsed: 00:00:38
Train:: ep: 448, r: -11.640458637893406, n_steps: 1000, elapsed: 00:00:38
Train:: ep: 449, r: 9.354546942750515, n_steps: 1000, elapsed: 00:00:38
Train:: ep: 450, r: 24.5140805070736, n_steps: 1000, elapsed: 00:00:38
Train:: ep: 451, r: 14.436210380092502, n_steps: 1000, elapsed: 00:00:38
Train:: ep: 452, r: 3.449118488018809, n_steps: 1000, elapsed: 00:00:38
Train:: ep: 453, r: 16.32004563864679, n_steps: 1000, elapsed: 00:00:38
Train:: ep: 454, r: -0.9204954418216168, n_steps: 1000, elapsed: 00:00:37
Train:: ep: 455, r: 6.7056362748361895, n_steps: 1000, elapsed: 00:00:37
Train:: ep: 456, r: -0.21876491989357277, n_steps: 1000, elapsed: 00:00:37
Train:: ep: 457, r: 4.600553976721957, n_steps: 1000, elapsed: 00:00:38
Train:: ep: 458, r: 5.28260115843249, n_steps: 1000, elapsed: 00:00:38
Train:: ep: 459, r: 24.003059908140315, n_steps: 1000, elapsed: 00:00:38
Train:: ep: 460, r: 5.619396228185984, n_steps: 1000, elapsed: 00:00:38
Train:: ep: 461, r: 9.300596416595628, n_steps: 1000, elapsed: 00:00:37
Train:: ep: 462, r: 14.268211815396231, n_steps: 1000, elapsed: 00:00:37
Train:: ep: 463, r: 18.68602773936985, n_steps: 1000, elapsed: 00:00:37
Train:: ep: 464, r: 15.958328416530485, n_steps: 1000, elapsed: 00:00:38
Train:: ep: 465, r: 24.66483282458752, n_steps: 1000, elapsed: 00:00:37
Train:: ep: 466, r: 35.18121597242179, n_steps: 1000, elapsed: 00:00:38
Train:: ep: 467, r: 24.260798582084423, n_steps: 1000, elapsed: 00:00:37
Train:: ep: 468, r: 26.684636772565735, n_steps: 1000, elapsed: 00:00:38
Train:: ep: 469, r: 30.679227828602897, n_steps: 1000, elapsed: 00:00:37
Train:: ep: 470, r: 31.826805200375667, n_steps: 1000, elapsed: 00:00:37
Train:: ep: 471, r: 17.2271270819266, n_steps: 1000, elapsed: 00:00:37
Train:: ep: 472, r: 35.49424991046293, n_steps: 1000, elapsed: 00:00:37
Train:: ep: 473, r: 37.73279587377718, n_steps: 1000, elapsed: 00:00:37
Train:: ep: 474, r: 17.210232584559222, n_steps: 1000, elapsed: 00:00:37
Train:: ep: 475, r: 16.947416907175906, n_steps: 1000, elapsed: 00:00:37
Train:: ep: 476, r: 15.5548733299914, n_steps: 1000, elapsed: 00:00:37
Train:: ep: 477, r: 15.740804917859581, n_steps: 1000, elapsed: 00:00:37
Train:: ep: 478, r: 13.099307199199036, n_steps: 1000, elapsed: 00:00:37
Train:: ep: 479, r: 11.715689610503771, n_steps: 1000, elapsed: 00:00:37
Train:: ep: 480, r: 4.701021508955078, n_steps: 1000, elapsed: 00:00:37
Train:: ep: 481, r: 12.783711067407374, n_steps: 1000, elapsed: 00:00:37
Train:: ep: 482, r: 10.42079695436337, n_steps: 1000, elapsed: 00:00:37
Train:: ep: 483, r: 6.9516432119583635, n_steps: 1000, elapsed: 00:00:37
Train:: ep: 484, r: 0.12583655097302326, n_steps: 1000, elapsed: 00:00:37
Train:: ep: 485, r: 2.3667492676062234, n_steps: 1000, elapsed: 00:00:37
Train:: ep: 486, r: 3.862619458118215, n_steps: 1000, elapsed: 00:00:37
Train:: ep: 487, r: 6.194162767757775, n_steps: 1000, elapsed: 00:00:37
Train:: ep: 488, r: 7.866305057680462, n_steps: 1000, elapsed: 00:00:37
Train:: ep: 489, r: 1.3502820771629578, n_steps: 1000, elapsed: 00:00:34
Train:: ep: 490, r: 14.07472307816679, n_steps: 1000, elapsed: 00:00:34
Train:: ep: 491, r: 6.592360563162931, n_steps: 1000, elapsed: 00:00:34
Train:: ep: 492, r: 1.4506194166666515, n_steps: 1000, elapsed: 00:00:34
Train:: ep: 493, r: 13.55856322264382, n_steps: 1000, elapsed: 00:00:34
Train:: ep: 494, r: 14.251969630384226, n_steps: 1000, elapsed: 00:00:34
Train:: ep: 495, r: 12.006298948023368, n_steps: 1000, elapsed: 00:00:34
Train:: ep: 496, r: 13.559107243524576, n_steps: 1000, elapsed: 00:00:34
Train:: ep: 497, r: 14.925300873184206, n_steps: 1000, elapsed: 00:00:34
Train:: ep: 498, r: 17.702444647455245, n_steps: 1000, elapsed: 00:00:34
=== EVAL :: ep: 0, r: 19.519086859981442, n_steps: 1000, elapsed: 00:00:02
Train:: ep: 499, r: 8.179321927949573, n_steps: 1000, elapsed: 00:00:33
End run at: 2020-10-13 06:54:11.752698

Total Time taken: 5:19:07.510222

Training Time: 05:19:02
Evaluation Time: 00:00:04
